mpnn,bb,seq,count,B1,B2,B3
v9,128,0,4,2,2,0
v9,128,1,6,4,2,0
v9,128,2,3,3,0,0
v9,128,3,5,3,2,0
v9,128,4,1,1,0,0
v9,128,5,3,1,2,0
v9,128,6,5,4,1,0
v9,128,7,2,1,1,0
v9,128,8,1,1,0,0
v9,128,9,2,2,0,0
v9,128,10,3,2,1,0
v9,128,11,2,1,1,0
v9,128,12,2,1,1,0
v9,128,13,4,3,1,0
v9,128,14,2,1,1,0
v9,128,15,1,0,1,0
v9,128,16,3,1,2,0
v9,128,17,6,4,2,0
v9,128,18,6,4,2,0
v9,128,19,1,1,0,0
v9,128,20,6,4,2,0
v9,128,21,3,1,2,0
v9,128,22,4,2,2,0
v9,128,23,1,0,1,0
v9,128,24,3,1,2,0
v9,129,0,1,0,1,0
v9,129,1,5,3,2,0
v9,129,2,3,1,2,0
v9,129,3,3,1,2,0
v9,129,4,4,2,2,0
v9,129,5,4,3,1,0
v9,129,6,6,4,2,0
v9,129,7,5,3,2,0
v9,129,8,5,3,2,0
v9,129,9,5,3,2,0
v9,129,10,5,3,2,0
v9,129,11,2,0,2,0
v9,129,12,1,0,1,0
v9,129,13,2,2,0,0
v9,129,14,5,3,2,0
v9,129,15,1,0,1,0
v9,129,16,4,4,0,0
v9,129,17,3,3,0,0
v9,129,18,0,0,0,0
v9,129,19,5,3,2,0
v9,129,20,4,2,2,0
v9,129,21,5,3,2,0
v9,129,22,5,3,2,0
v9,129,23,5,3,2,0
v9,129,24,5,3,2,0
v9,130,0,2,2,0,0
v9,130,1,4,2,2,0
v9,130,2,5,3,2,0
v9,130,3,3,3,0,0
v9,130,4,4,2,2,0
v9,130,5,5,3,2,0
v9,130,6,0,0,0,0
v9,130,7,4,2,2,0
v9,130,8,5,3,2,0
v9,130,9,2,1,1,0
v9,130,10,0,0,0,0
v9,130,11,4,2,2,0
v9,130,12,4,2,2,0
v9,130,13,4,3,1,0
v9,130,14,5,3,2,0
v9,130,15,4,2,2,0
v9,130,16,4,2,2,0
v9,130,17,4,2,2,0
v9,130,18,4,2,2,0
v9,130,19,5,4,1,0
v9,130,20,1,1,0,0
v9,130,21,3,2,1,0
v9,130,22,0,0,0,0
v9,130,23,3,1,2,0
v9,130,24,5,3,2,0
