mpnn,bb,seq,count,B1,B2,B3
v4,1,0,0,0,0,0
v4,1,1,3,2,0,1
v4,1,2,3,2,0,1
v4,1,3,1,1,0,0
v4,1,4,0,0,0,0
v4,1,5,2,1,0,1
v4,1,6,0,0,0,0
v4,1,7,2,1,0,1
v4,1,8,2,2,0,0
v4,1,9,2,1,1,0
v4,2,0,0,0,0,0
v4,2,1,0,0,0,0
v4,2,2,0,0,0,0
v4,2,3,1,1,0,0
v4,2,4,0,0,0,0
v4,2,5,0,0,0,0
v4,2,6,1,1,0,0
v4,2,7,3,2,0,1
v4,2,8,2,1,1,0
v4,2,9,0,0,0,0
v4,3,0,2,0,2,0
v4,3,1,0,0,0,0
v4,3,2,3,2,0,1
v4,3,3,2,0,2,0
v4,3,4,3,2,0,1
v4,3,5,2,1,1,0
v4,3,6,2,1,0,1
v4,3,7,2,0,2,0
v4,3,8,1,1,0,0
v4,3,9,3,1,0,2
v4,4,0,0,0,0,0
v4,4,1,2,1,1,0
v4,4,2,0,0,0,0
v4,4,3,0,0,0,0
v4,4,4,1,1,0,0
v4,4,5,1,1,0,0
v4,4,6,0,0,0,0
v4,4,7,1,0,0,1
v4,4,8,1,1,0,0
v4,4,9,3,1,1,1
v4,5,0,2,1,0,1
v4,5,1,2,0,2,0
v4,5,2,1,0,1,0
v4,5,3,0,0,0,0
v4,5,4,2,2,0,0
v4,5,5,0,0,0,0
v4,5,6,2,0,2,0
v4,5,7,3,1,0,2
v4,5,8,3,1,0,2
v4,5,9,1,1,0,0
v4,6,0,0,0,0,0
v4,6,1,3,3,0,0
v4,6,2,2,2,0,0
v4,6,3,0,0,0,0
v4,6,4,1,1,0,0
v4,6,5,0,0,0,0
v4,6,6,1,1,0,0
v4,6,7,0,0,0,0
v4,6,8,3,2,0,1
v4,6,9,1,1,0,0
v4,7,0,2,2,0,0
v4,7,1,1,1,0,0
v4,7,2,0,0,0,0
v4,7,3,1,1,0,0
v4,7,4,0,0,0,0
v4,7,5,0,0,0,0
v4,7,6,1,1,0,0
v4,7,7,0,0,0,0
v4,7,8,1,1,0,0
v4,7,9,1,0,1,0
v4,8,0,1,1,0,0
v4,8,1,0,0,0,0
v4,8,2,2,0,2,0
v4,8,3,5,1,1,3
v4,8,4,1,1,0,0
v4,8,5,2,0,2,0
v4,8,6,0,0,0,0
v4,8,7,0,0,0,0
v4,8,8,0,0,0,0
v4,8,9,3,3,0,0
v4,9,0,4,2,0,2
v4,9,1,1,0,0,1
v4,9,2,0,0,0,0
v4,9,3,0,0,0,0
v4,9,4,1,1,0,0
v4,9,5,2,0,2,0
v4,9,6,1,1,0,0
v4,9,7,0,0,0,0
v4,9,8,2,0,1,1
v4,9,9,0,0,0,0
v4,10,0,1,1,0,0
v4,10,1,4,3,0,1
v4,10,2,1,0,0,1
