mpnn,bb,seq,count,B1,B2,B3
v9,1,0,1,1,0,0
v9,1,1,0,0,0,0
v9,1,2,2,1,1,0
v9,1,3,1,0,0,1
v9,1,4,0,0,0,0
v9,1,5,1,1,0,0
v9,1,6,0,0,0,0
v9,1,7,0,0,0,0
v9,1,8,1,1,0,0
v9,1,9,2,1,1,0
v9,2,0,0,0,0,0
v9,2,1,1,1,0,0
v9,2,2,1,1,0,0
v9,2,3,1,1,0,0
v9,2,4,0,0,0,0
v9,2,5,1,1,0,0
v9,2,6,0,0,0,0
v9,2,7,1,1,0,0
v9,2,8,0,0,0,0
v9,2,9,0,0,0,0
v9,3,0,0,0,0,0
v9,3,1,0,0,0,0
v9,3,2,1,0,1,0
v9,3,3,1,0,0,1
v9,3,4,0,0,0,0
v9,3,5,1,1,0,0
v9,3,6,1,0,1,0
v9,3,7,0,0,0,0
v9,3,8,0,0,0,0
v9,3,9,0,0,0,0
v9,4,0,1,1,0,0
v9,4,1,1,0,0,1
v9,4,2,2,0,2,0
v9,4,3,0,0,0,0
v9,4,4,2,1,1,0
v9,4,5,1,1,0,0
v9,4,6,1,1,0,0
v9,4,7,2,1,1,0
v9,4,8,3,1,2,0
v9,4,9,0,0,0,0
v9,5,0,0,0,0,0
v9,5,1,3,1,0,2
v9,5,2,2,1,0,1
v9,5,3,2,1,1,0
v9,5,4,0,0,0,0
v9,5,5,1,1,0,0
v9,5,6,0,0,0,0
v9,5,7,2,1,0,1
v9,5,8,0,0,0,0
v9,5,9,0,0,0,0
v9,6,0,2,1,1,0
v9,6,1,0,0,0,0
v9,6,2,1,0,1,0
v9,6,3,2,1,0,1
v9,6,4,0,0,0,0
v9,6,5,0,0,0,0
v9,6,6,2,2,0,0
v9,6,7,1,0,0,1
v9,6,8,1,0,0,1
v9,6,9,3,1,1,1
v9,7,0,1,1,0,0
v9,7,1,0,0,0,0
v9,7,2,1,1,0,0
v9,7,3,1,0,1,0
v9,7,4,0,0,0,0
v9,7,5,1,1,0,0
v9,7,6,0,0,0,0
v9,7,7,1,1,0,0
v9,7,8,0,0,0,0
v9,7,9,0,0,0,0
v9,8,0,1,1,0,0
v9,8,1,1,1,0,0
v9,8,2,2,1,1,0
v9,8,3,1,1,0,0
