mpnn,bb,seq,count,B1,B2,B3
v5,1,0,1,0,1,0
v5,1,1,2,1,0,1
v5,1,2,0,0,0,0
v5,1,3,0,0,0,0
v5,1,4,1,0,0,1
v5,1,5,1,1,0,0
v5,1,6,0,0,0,0
v5,1,7,1,1,0,0
v5,1,8,4,3,0,1
v5,1,9,0,0,0,0
v5,2,0,1,1,0,0
v5,2,1,2,2,0,0
v5,2,2,0,0,0,0
v5,2,3,1,1,0,0
v5,2,4,1,0,1,0
v5,2,5,1,1,0,0
v5,2,6,2,2,0,0
v5,2,7,0,0,0,0
v5,2,8,1,1,0,0
v5,2,9,2,2,0,0
v5,3,0,1,1,0,0
v5,3,1,0,0,0,0
v5,3,2,2,2,0,0
v5,3,3,1,1,0,0
v5,3,4,0,0,0,0
v5,3,5,0,0,0,0
v5,3,6,2,2,0,0
v5,3,7,0,0,0,0
v5,3,8,0,0,0,0
v5,3,9,0,0,0,0
v5,4,0,1,1,0,0
v5,4,1,2,1,0,1
v5,4,2,0,0,0,0
v5,4,3,1,1,0,0
v5,4,4,0,0,0,0
v5,4,5,1,1,0,0
v5,4,6,4,2,2,0
v5,4,7,0,0,0,0
v5,4,8,2,1,1,0
v5,4,9,4,3,0,1
v5,5,0,2,2,0,0
v5,5,1,1,1,0,0
v5,5,2,1,0,1,0
v5,5,3,1,1,0,0
v5,5,4,2,1,1,0
v5,5,5,0,0,0,0
v5,5,6,1,0,1,0
v5,5,7,1,1,0,0
v5,5,8,2,1,1,0
v5,5,9,3,2,1,0
v5,6,0,1,1,0,0
v5,6,1,1,1,0,0
v5,6,2,1,1,0,0
v5,6,3,1,1,0,0
v5,6,4,0,0,0,0
v5,6,5,0,0,0,0
v5,6,6,3,3,0,0
v5,6,7,0,0,0,0
v5,6,8,0,0,0,0
v5,6,9,0,0,0,0
v5,7,0,1,1,0,0
v5,7,1,1,1,0,0
v5,7,2,0,0,0,0
v5,7,3,3,2,0,1
v5,7,4,3,2,1,0
v5,7,5,0,0,0,0
v5,7,6,0,0,0,0
v5,7,7,1,0,1,0
v5,7,8,3,1,2,0
v5,7,9,2,0,2,0
v5,8,0,1,0,1,0
v5,8,1,3,1,2,0
v5,8,2,1,1,0,0
v5,8,3,0,0,0,0
v5,8,4,1,1,0,0
v5,8,5,3,1,2,0
v5,8,6,3,1,1,1
v5,8,7,3,1,2,0
v5,8,8,3,1,2,0
v5,8,9,1,0,0,1
v5,9,0,1,1,0,0
v5,9,1,1,1,0,0
v5,9,2,0,0,0,0
v5,9,3,1,1,0,0
v5,9,4,2,2,0,0
v5,9,5,2,0,1,1
v5,9,6,2,0,0,2
v5,9,7,2,1,1,0
v5,9,8,1,1,0,0
v5,9,9,1,1,0,0
v5,10,0,0,0,0,0
v5,10,1,0,0,0,0
v5,10,2,1,1,0,0
v5,10,3,0,0,0,0
v5,10,4,0,0,0,0
v5,10,5,2,1,1,0
v5,10,6,0,0,0,0
v5,10,7,1,1,0,0
v5,10,8,3,1,1,1
v5,10,9,1,1,0,0
v5,11,0,1,0,1,0
v5,11,1,0,0,0,0
v5,11,2,0,0,0,0
v5,11,3,1,1,0,0
v5,11,4,4,3,0,1
v5,11,5,3,0,3,0
v5,11,6,0,0,0,0
v5,11,7,2,1,1,0
v5,11,8,3,0,1,2
v5,11,9,0,0,0,0
v5,12,0,2,2,0,0
v5,12,1,0,0,0,0
v5,12,2,2,0,2,0
v5,12,3,0,0,0,0
v5,12,4,0,0,0,0
v5,12,5,0,0,0,0
v5,12,6,0,0,0,0
v5,12,7,1,1,0,0
v5,12,8,0,0,0,0
v5,12,9,0,0,0,0
v5,13,0,1,1,0,0
v5,13,1,0,0,0,0
v5,13,2,0,0,0,0
v5,13,3,1,1,0,0
v5,13,4,1,1,0,0
v5,13,5,2,1,0,1
v5,13,6,0,0,0,0
v5,13,7,3,0,3,0
v5,13,8,2,2,0,0
v5,13,9,1,1,0,0
v5,14,0,0,0,0,0
v5,14,1,3,2,0,1
v5,14,2,0,0,0,0
v5,14,3,1,0,0,1
v5,14,4,1,0,0,1
v5,14,5,1,1,0,0
v5,14,6,0,0,0,0
v5,14,7,0,0,0,0
v5,14,8,0,0,0,0
v5,14,9,0,0,0,0
v5,15,0,1,0,0,1
v5,15,1,0,0,0,0
v5,15,2,0,0,0,0
v5,15,3,0,0,0,0
v5,15,4,0,0,0,0
v5,15,5,4,2,2,0
v5,15,6,1,0,0,1
v5,15,7,0,0,0,0
v5,15,8,0,0,0,0
v5,15,9,0,0,0,0
v5,16,0,2,0,2,0
v5,16,1,1,1,0,0
v5,16,2,1,1,0,0
v5,16,3,0,0,0,0
v5,16,4,0,0,0,0
v5,16,5,1,1,0,0
v5,16,6,0,0,0,0
v5,16,7,1,1,0,0
v5,16,8,1,1,0,0
v5,16,9,0,0,0,0
v5,17,0,4,4,0,0
v5,17,1,0,0,0,0
v5,17,2,2,1,1,0
v5,17,3,3,0,3,0
v5,17,4,3,2,1,0
v5,17,5,3,2,0,1
v5,17,6,1,1,0,0
v5,17,7,1,0,1,0
v5,17,8,3,1,2,0
v5,17,9,0,0,0,0
v5,18,0,2,2,0,0
v5,18,1,1,1,0,0
v5,18,2,0,0,0,0
v5,18,3,0,0,0,0
v5,18,4,0,0,0,0
v5,18,5,0,0,0,0
v5,18,6,0,0,0,0
v5,18,7,1,1,0,0
v5,18,8,1,1,0,0
v5,18,9,2,2,0,0
v5,19,0,0,0,0,0
v5,19,1,1,1,0,0
v5,19,2,0,0,0,0
v5,19,3,0,0,0,0
v5,19,4,0,0,0,0
v5,19,5,0,0,0,0
v5,19,6,0,0,0,0
v5,19,7,0,0,0,0
v5,19,8,0,0,0,0
v5,19,9,0,0,0,0
v5,20,0,0,0,0,0
v5,20,1,0,0,0,0
v5,20,2,1,1,0,0
v5,20,3,0,0,0,0
v5,20,4,1,1,0,0
v5,20,5,1,1,0,0
v5,20,6,1,1,0,0
v5,20,7,1,1,0,0
v5,20,8,2,1,0,1
v5,20,9,1,0,0,1
v5,21,0,0,0,0,0
v5,21,1,1,0,1,0
v5,21,2,0,0,0,0
v5,21,3,1,1,0,0
v5,21,4,1,0,1,0
v5,21,5,0,0,0,0
v5,21,6,1,1,0,0
v5,21,7,0,0,0,0
v5,21,8,1,1,0,0
v5,21,9,0,0,0,0
v5,22,0,4,2,2,0
v5,22,1,0,0,0,0
v5,22,2,0,0,0,0
v5,22,3,2,1,1,0
v5,22,4,1,0,0,1
v5,22,5,0,0,0,0
v5,22,6,2,1,1,0
v5,22,7,1,1,0,0
v5,22,8,0,0,0,0
v5,22,9,1,1,0,0
v5,23,0,2,0,2,0
v5,23,1,0,0,0,0
v5,23,2,0,0,0,0
v5,23,3,2,0,2,0
v5,23,4,3,1,2,0
v5,23,5,1,1,0,0
v5,23,6,0,0,0,0
v5,23,7,0,0,0,0
v5,23,8,1,1,0,0
v5,23,9,0,0,0,0
v5,24,0,0,0,0,0
v5,24,1,0,0,0,0
v5,24,2,0,0,0,0
v5,24,3,0,0,0,0
v5,24,4,0,0,0,0
v5,24,5,0,0,0,0
v5,24,6,0,0,0,0
v5,24,7,0,0,0,0
v5,24,8,0,0,0,0
v5,24,9,0,0,0,0
v5,25,0,2,2,0,0
v5,25,1,0,0,0,0
v5,25,2,2,2,0,0
v5,25,3,0,0,0,0
v5,25,4,1,1,0,0
v5,25,5,1,1,0,0
v5,25,6,1,1,0,0
v5,25,7,2,1,0,1
v5,25,8,2,2,0,0
v5,25,9,0,0,0,0
v5,26,0,1,1,0,0
v5,26,1,0,0,0,0
v5,26,2,1,0,0,1
v5,26,3,0,0,0,0
v5,26,4,0,0,0,0
v5,26,5,0,0,0,0
v5,26,6,0,0,0,0
v5,26,7,1,1,0,0
v5,26,8,0,0,0,0
v5,26,9,0,0,0,0
v5,27,0,0,0,0,0
v5,27,1,0,0,0,0
v5,27,2,3,3,0,0
v5,27,3,0,0,0,0
v5,27,4,0,0,0,0
v5,27,5,2,2,0,0
v5,27,6,0,0,0,0
v5,27,7,0,0,0,0
v5,27,8,0,0,0,0
v5,27,9,0,0,0,0
v5,28,0,0,0,0,0
v5,28,1,0,0,0,0
v5,28,2,0,0,0,0
v5,28,3,0,0,0,0
v5,28,4,2,1,1,0
v5,28,5,0,0,0,0
v5,28,6,0,0,0,0
v5,28,7,0,0,0,0
v5,28,8,0,0,0,0
v5,28,9,0,0,0,0
v5,29,0,1,1,0,0
v5,29,1,3,2,0,1
v5,29,2,1,1,0,0
v5,29,3,1,0,1,0
v5,29,4,1,1,0,0
v5,29,5,2,2,0,0
v5,29,6,1,1,0,0
v5,29,7,0,0,0,0
v5,29,8,1,1,0,0
v5,29,9,1,1,0,0
v5,30,0,0,0,0,0
v5,30,1,2,0,2,0
v5,30,2,3,1,2,0
v5,30,3,2,1,1,0
v5,30,4,0,0,0,0
v5,30,5,0,0,0,0
v5,30,6,1,1,0,0
v5,30,7,1,1,0,0
v5,30,8,0,0,0,0
v5,30,9,1,1,0,0
v5,31,0,3,2,1,0
v5,31,1,1,1,0,0
v5,31,2,0,0,0,0
v5,31,3,2,2,0,0
v5,31,4,0,0,0,0
v5,31,5,3,2,1,0
v5,31,6,1,1,0,0
v5,31,7,2,1,1,0
v5,31,8,0,0,0,0
v5,31,9,1,1,0,0
v5,32,0,3,1,0,2
