mpnn,bb,seq,count,B1,B2,B3
design,36,0,5,3,2,0
design,36,1,2,0,2,0
design,36,2,5,3,2,0
design,36,3,4,2,2,0
design,36,4,4,2,2,0
design,36,5,4,2,2,0
design,36,6,5,3,2,0
design,36,7,5,4,1,0
design,36,8,5,3,2,0
design,36,9,5,3,2,0
design,36,10,4,2,2,0
design,36,11,3,1,2,0
design,36,12,4,3,1,0
design,36,13,5,3,2,0
design,36,14,5,3,2,0
design,36,15,3,2,1,0
design,36,16,4,2,2,0
design,36,17,5,4,1,0
design,36,18,4,2,2,0
design,36,19,5,3,2,0
design,36,20,6,5,1,0
design,36,21,3,1,2,0
design,36,22,4,2,2,0
design,36,23,5,3,2,0
design,36,24,6,4,2,0
design,36,25,5,3,2,0
design,36,26,4,2,2,0
design,36,27,4,2,2,0
design,36,28,5,3,2,0
design,36,29,5,3,2,0
design,37,0,5,2,2,1
design,37,1,5,3,2,0
design,37,2,5,3,2,0
design,37,3,1,0,1,0
design,37,4,1,1,0,0
design,37,5,6,3,2,1
design,37,6,2,2,0,0
design,37,7,5,3,2,0
design,37,8,0,0,0,0
design,37,9,5,3,2,0
design,37,10,5,3,2,0
design,37,11,3,1,2,0
design,37,12,0,0,0,0
design,37,13,2,1,1,0
design,37,14,2,2,0,0
design,37,15,6,3,2,1
design,37,16,4,1,2,1
design,37,17,4,2,2,0
design,37,18,5,3,2,0
design,37,19,1,0,0,1
design,37,20,4,2,2,0
design,37,21,6,3,2,1
design,37,22,4,2,2,0
design,37,23,3,3,0,0
design,37,24,3,1,2,0
design,37,25,5,3,2,0
design,37,26,4,2,2,0
design,37,27,5,3,2,0
design,37,28,1,0,1,0
design,37,29,5,3,2,0
design,38,0,4,2,2,0
design,38,1,4,2,2,0
design,38,2,4,2,2,0
design,38,3,5,3,2,0
design,38,4,3,2,0,1
design,38,5,5,3,2,0
design,38,6,5,3,2,0
design,38,7,5,3,2,0
design,38,8,4,2,2,0
design,38,9,4,2,2,0
design,38,10,2,1,0,1
design,38,11,4,2,2,0
design,38,12,3,1,2,0
design,38,13,5,3,2,0
design,38,14,0,0,0,0
design,38,15,5,3,2,0
design,38,16,3,1,2,0
design,38,17,5,3,2,0
design,38,18,3,1,2,0
design,38,19,4,2,2,0
design,38,20,5,3,2,0
design,38,21,5,3,2,0
design,38,22,5,3,2,0
design,38,23,5,3,2,0
design,38,24,5,3,2,0
design,38,25,4,2,2,0
design,38,26,4,2,2,0
design,38,27,4,2,2,0
design,38,28,3,1,2,0
design,38,29,5,3,2,0
design,39,0,3,1,2,0
design,39,1,2,2,0,0
design,39,2,0,0,0,0
design,39,3,0,0,0,0
design,39,4,2,2,0,0
design,39,5,2,0,2,0
design,39,6,0,0,0,0
design,39,7,1,0,1,0
design,39,8,1,0,0,1
design,39,9,2,2,0,0
design,39,10,2,2,0,0
design,39,11,1,1,0,0
design,39,12,1,1,0,0
design,39,13,2,2,0,0
design,39,14,5,2,0,3
design,39,15,1,1,0,0
design,39,16,4,4,0,0
design,39,17,1,1,0,0
design,39,18,2,0,2,0
design,39,19,1,0,0,1
design,39,20,2,1,1,0
design,39,21,1,1,0,0
design,39,22,0,0,0,0
design,39,23,0,0,0,0
design,39,24,5,2,2,1
design,39,25,3,1,0,2
design,39,26,3,2,0,1
design,39,27,0,0,0,0
design,39,28,0,0,0,0
design,39,29,0,0,0,0
design,40,0,2,1,1,0
design,40,1,0,0,0,0
design,40,2,2,2,0,0
design,40,3,0,0,0,0
design,40,4,0,0,0,0
design,40,5,2,0,2,0
