mpnn,bb,seq,count,B1,B2,B3
design,11,0,3,2,1,0
design,11,1,2,2,0,0
design,11,2,3,2,1,0
design,11,3,1,0,1,0
design,11,4,5,3,2,0
design,11,5,0,0,0,0
design,11,6,1,1,0,0
design,11,7,4,3,1,0
design,11,8,3,2,1,0
design,11,9,4,3,1,0
design,11,10,5,3,2,0
design,11,11,1,1,0,0
design,11,12,4,3,1,0
design,11,13,1,1,0,0
design,11,14,1,1,0,0
design,11,15,2,2,0,0
design,11,16,4,3,1,0
design,11,17,4,3,1,0
design,11,18,4,3,1,0
design,11,19,3,2,1,0
design,11,20,4,3,1,0
design,11,21,3,3,0,0
design,11,22,3,2,1,0
design,11,23,2,2,0,0
design,11,24,1,1,0,0
design,11,25,2,1,1,0
design,11,26,4,3,1,0
design,11,27,0,0,0,0
design,11,28,2,1,1,0
design,11,29,4,3,1,0
design,12,0,4,2,2,0
design,12,1,2,1,1,0
design,12,2,4,2,2,0
design,12,3,0,0,0,0
design,12,4,3,3,0,0
design,12,5,3,1,2,0
design,12,6,3,1,1,1
design,12,7,3,1,2,0
design,12,8,0,0,0,0
design,12,9,3,2,1,0
design,12,10,1,1,0,0
design,12,11,2,1,1,0
design,12,12,3,2,0,1
design,12,13,4,2,2,0
design,12,14,3,2,1,0
design,12,15,3,1,2,0
design,12,16,3,2,1,0
design,12,17,3,2,1,0
design,12,18,4,2,2,0
design,12,19,1,1,0,0
design,12,20,3,1,2,0
design,12,21,3,1,2,0
design,12,22,1,1,0,0
design,12,23,2,2,0,0
design,12,24,1,1,0,0
design,12,25,1,1,0,0
design,12,26,3,2,0,1
design,12,27,0,0,0,0
design,12,28,0,0,0,0
design,12,29,2,2,0,0
design,13,0,3,2,1,0
design,13,1,1,1,0,0
design,13,2,4,3,1,0
design,13,3,3,2,1,0
design,13,4,3,2,1,0
design,13,5,4,3,1,0
design,13,6,0,0,0,0
design,13,7,3,2,1,0
design,13,8,3,2,1,0
design,13,9,4,3,1,0
design,13,10,1,0,1,0
design,13,11,3,2,1,0
design,13,12,3,2,1,0
design,13,13,4,3,1,0
design,13,14,0,0,0,0
design,13,15,2,0,1,1
design,13,16,3,2,1,0
design,13,17,2,1,1,0
design,13,18,2,1,1,0
design,13,19,3,2,1,0
design,13,20,3,2,1,0
design,13,21,2,1,1,0
design,13,22,3,3,0,0
design,13,23,2,1,1,0
design,13,24,3,2,1,0
design,13,25,3,2,1,0
design,13,26,0,0,0,0
design,13,27,0,0,0,0
design,13,28,3,2,1,0
design,13,29,1,1,0,0
design,14,0,1,0,1,0
design,14,1,0,0,0,0
design,14,2,1,0,0,1
design,14,3,0,0,0,0
design,14,4,2,2,0,0
design,14,5,3,1,2,0
design,14,6,0,0,0,0
design,14,7,2,2,0,0
design,14,8,1,1,0,0
design,14,9,1,0,1,0
design,14,10,2,1,1,0
design,14,11,3,3,0,0
design,14,12,0,0,0,0
design,14,13,2,1,1,0
design,14,14,0,0,0,0
design,14,15,2,1,1,0
design,14,16,1,0,1,0
design,14,17,2,0,1,1
design,14,18,0,0,0,0
design,14,19,0,0,0,0
design,14,20,2,2,0,0
design,14,21,1,0,1,0
design,14,22,0,0,0,0
design,14,23,1,0,1,0
design,14,24,0,0,0,0
design,14,25,1,1,0,0
design,14,26,1,1,0,0
design,14,27,4,2,2,0
design,14,28,0,0,0,0
design,14,29,3,2,1,0
design,15,0,0,0,0,0
design,15,1,2,1,0,1
design,15,2,1,1,0,0
design,15,3,0,0,0,0
design,15,4,2,0,2,0
design,15,5,3,3,0,0
design,15,6,4,3,1,0
design,15,7,0,0,0,0
design,15,8,2,2,0,0
design,15,9,2,1,1,0
design,15,10,0,0,0,0
design,15,11,2,1,1,0
design,15,12,3,3,0,0
design,15,13,1,0,1,0
design,15,14,0,0,0,0
design,15,15,2,2,0,0
design,15,16,0,0,0,0
design,15,17,1,1,0,0
design,15,18,0,0,0,0
design,15,19,2,1,1,0
design,15,20,2,2,0,0
design,15,21,1,1,0,0
design,15,22,1,1,0,0
design,15,23,3,2,1,0
design,15,24,3,2,1,0
design,15,25,1,1,0,0
design,15,26,2,1,1,0
design,15,27,0,0,0,0
design,15,28,0,0,0,0
design,15,29,0,0,0,0
design,16,0,0,0,0,0
design,16,1,0,0,0,0
design,16,2,4,3,1,0
design,16,3,1,1,0,0
design,16,4,3,2,0,1
design,16,5,4,3,1,0
design,16,6,5,3,2,0
design,16,7,2,2,0,0
design,16,8,3,2,1,0
design,16,9,1,0,0,1
design,16,10,1,1,0,0
design,16,11,1,1,0,0
design,16,12,3,2,1,0
design,16,13,2,1,0,1
design,16,14,2,2,0,0
design,16,15,0,0,0,0
design,16,16,3,3,0,0
design,16,17,3,3,0,0
design,16,18,3,1,2,0
design,16,19,1,1,0,0
design,16,20,0,0,0,0
design,16,21,3,3,0,0
design,16,22,3,2,1,0
design,16,23,3,1,2,0
design,16,24,4,4,0,0
design,16,25,1,1,0,0
design,16,26,1,1,0,0
design,16,27,3,3,0,0
design,16,28,1,0,0,1
design,16,29,2,0,2,0
design,17,0,2,2,0,0
design,17,1,1,1,0,0
design,17,2,3,3,0,0
design,17,3,2,1,1,0
design,17,4,1,0,1,0
design,17,5,4,3,1,0
design,17,6,3,2,1,0
design,17,7,1,1,0,0
design,17,8,3,2,1,0
design,17,9,4,3,1,0
design,17,10,2,1,0,1
design,17,11,2,0,2,0
design,17,12,1,0,1,0
design,17,13,2,1,1,0
design,17,14,2,2,0,0
design,17,15,4,3,1,0
design,17,16,3,2,1,0
design,17,17,3,3,0,0
design,17,18,4,3,1,0
design,17,19,3,2,1,0
design,17,20,2,2,0,0
design,17,21,0,0,0,0
design,17,22,3,2,1,0
design,17,23,0,0,0,0
design,17,24,3,2,1,0
design,17,25,2,1,1,0
design,17,26,3,2,1,0
design,17,27,0,0,0,0
design,17,28,4,3,1,0
design,17,29,2,1,1,0
design,18,0,5,3,2,0
