mpnn,bb,seq,count,B1,B2,B3
design,58,0,3,1,2,0
design,58,1,1,1,0,0
design,58,2,0,0,0,0
design,58,3,1,1,0,0
design,58,4,2,1,1,0
design,58,5,0,0,0,0
design,58,6,0,0,0,0
design,58,7,2,0,2,0
design,58,8,1,1,0,0
design,58,9,0,0,0,0
design,58,10,2,0,2,0
design,58,11,3,1,2,0
design,58,12,2,0,2,0
design,58,13,2,1,1,0
design,58,14,1,0,1,0
design,58,15,3,1,2,0
design,58,16,2,1,1,0
design,58,17,1,0,1,0
design,58,18,3,1,2,0
design,58,19,3,1,2,0
design,58,20,2,1,1,0
design,58,21,2,1,1,0
design,58,22,3,1,2,0
design,58,23,1,1,0,0
design,58,24,1,1,0,0
design,58,25,1,1,0,0
design,58,26,1,1,0,0
design,58,27,2,1,1,0
design,58,28,2,1,1,0
design,58,29,3,1,2,0
design,59,0,0,0,0,0
design,59,1,0,0,0,0
design,59,2,3,1,2,0
design,59,3,2,0,2,0
design,59,4,1,1,0,0
design,59,5,2,2,0,0
design,59,6,3,1,2,0
design,59,7,2,2,0,0
design,59,8,3,1,2,0
design,59,9,1,1,0,0
design,59,10,0,0,0,0
design,59,11,4,1,3,0
design,59,12,3,1,2,0
design,59,13,3,1,2,0
design,59,14,4,1,3,0
design,59,15,1,1,0,0
design,59,16,3,2,0,1
design,59,17,4,4,0,0
design,59,18,4,2,2,0
design,59,19,3,1,2,0
design,59,20,3,1,2,0
design,59,21,1,1,0,0
design,59,22,1,0,1,0
design,59,23,0,0,0,0
design,59,24,4,2,2,0
design,59,25,0,0,0,0
design,59,26,0,0,0,0
design,59,27,2,1,1,0
design,59,28,0,0,0,0
design,59,29,1,1,0,0
design,60,0,4,2,2,0
design,60,1,2,0,2,0
design,60,2,4,2,2,0
design,60,3,4,3,1,0
design,60,4,0,0,0,0
design,60,5,0,0,0,0
design,60,6,3,2,1,0
design,60,7,5,3,2,0
design,60,8,2,1,1,0
design,60,9,1,1,0,0
design,60,10,4,2,2,0
design,60,11,5,3,2,0
design,60,12,4,2,2,0
design,60,13,0,0,0,0
design,60,14,4,2,2,0
design,60,15,3,2,1,0
design,60,16,2,0,2,0
design,60,17,1,1,0,0
design,60,18,4,2,2,0
design,60,19,4,2,2,0
design,60,20,5,3,2,0
design,60,21,0,0,0,0
design,60,22,3,1,2,0
design,60,23,4,3,1,0
design,60,24,4,2,2,0
design,60,25,5,3,2,0
design,60,26,1,1,0,0
design,60,27,5,3,2,0
design,60,28,5,3,2,0
design,60,29,4,2,2,0
design,61,0,3,2,1,0
design,61,1,2,1,1,0
