mpnn,bb,seq,count,B1,B2,B3
v5,17,0,1,1,0,0
v5,17,1,4,3,1,0
v5,17,2,4,3,1,0
v5,17,3,4,3,1,0
v5,17,4,4,3,1,0
v5,17,5,3,2,1,0
v5,17,6,1,0,1,0
v5,17,7,3,3,0,0
v5,17,8,4,3,1,0
v5,17,9,3,2,0,1
v5,17,10,1,1,0,0
v5,17,11,4,3,1,0
v5,17,12,4,3,1,0
v5,17,13,3,3,0,0
v5,17,14,3,2,1,0
v5,17,15,4,3,1,0
v5,17,16,0,0,0,0
v5,17,17,5,4,1,0
v5,17,18,2,2,0,0
v5,17,19,4,3,1,0
v5,17,20,1,1,0,0
v5,17,21,2,1,1,0
v5,17,22,3,3,0,0
v5,17,23,4,3,1,0
v5,17,24,1,0,1,0
v5,18,0,0,0,0,0
v5,18,1,3,1,2,0
v5,18,2,0,0,0,0
v5,18,3,4,3,1,0
v5,18,4,2,2,0,0
v5,18,5,5,3,2,0
v5,18,6,2,0,0,2
v5,18,7,2,2,0,0
v5,18,8,0,0,0,0
v5,18,9,5,3,2,0
v5,18,10,0,0,0,0
v5,18,11,4,2,2,0
v5,18,12,2,0,0,2
v5,18,13,1,0,1,0
v5,18,14,1,0,0,1
v5,18,15,4,4,0,0
v5,18,16,2,2,0,0
v5,18,17,6,4,2,0
v5,18,18,4,2,2,0
v5,18,19,6,4,2,0
v5,18,20,0,0,0,0
v5,18,21,5,3,2,0
v5,18,22,3,2,1,0
v5,18,23,4,2,2,0
v5,18,24,4,2,2,0
v5,19,0,0,0,0,0
v5,19,1,0,0,0,0
v5,19,2,2,1,0,1
v5,19,3,3,1,0,2
v5,19,4,1,1,0,0
v5,19,5,0,0,0,0
v5,19,6,0,0,0,0
v5,19,7,0,0,0,0
v5,19,8,0,0,0,0
v5,19,9,0,0,0,0
v5,19,10,4,2,2,0
v5,19,11,1,1,0,0
v5,19,12,4,2,2,0
v5,19,13,0,0,0,0
v5,19,14,0,0,0,0
v5,19,15,0,0,0,0
v5,19,16,2,0,0,2
v5,19,17,2,2,0,0
v5,19,18,1,1,0,0
v5,19,19,3,1,0,2
v5,19,20,0,0,0,0
v5,19,21,0,0,0,0
v5,19,22,1,1,0,0
v5,19,23,0,0,0,0
v5,19,24,2,0,1,1
v5,20,0,4,3,1,0
v5,20,1,0,0,0,0
v5,20,2,1,1,0,0
v5,20,3,3,1,0,2
v5,20,4,2,1,0,1
v5,20,5,4,3,1,0
v5,20,6,2,1,1,0
v5,20,7,4,3,1,0
v5,20,8,2,1,1,0
v5,20,9,1,1,0,0
v5,20,10,1,0,1,0
v5,20,11,2,1,1,0
v5,20,12,5,4,1,0
v5,20,13,1,1,0,0
v5,20,14,2,1,1,0
v5,20,15,2,1,0,1
v5,20,16,2,0,1,1
v5,20,17,1,1,0,0
