mpnn,bb,seq,count,B1,B2,B3
v1,1,0,1,0,1,0
v1,1,1,3,2,1,0
v1,1,2,2,0,2,0
v1,1,3,1,1,0,0
v1,1,4,2,0,2,0
v1,1,5,1,0,1,0
v1,1,6,2,0,2,0
v1,1,7,2,0,2,0
v1,1,8,1,0,1,0
v1,1,9,1,0,1,0
v1,2,0,1,0,0,1
v1,2,1,1,1,0,0
v1,2,2,1,0,0,1
v1,2,3,2,2,0,0
v1,2,4,0,0,0,0
v1,2,5,2,2,0,0
v1,2,6,3,2,1,0
v1,2,7,3,0,3,0
v1,2,8,1,0,1,0
v1,2,9,0,0,0,0
v1,3,0,3,1,2,0
v1,3,1,0,0,0,0
v1,3,2,1,0,0,1
v1,3,3,1,1,0,0
v1,3,4,0,0,0,0
v1,3,5,1,1,0,0
v1,3,6,0,0,0,0
v1,3,7,0,0,0,0
v1,3,8,0,0,0,0
v1,3,9,0,0,0,0
v1,4,0,3,1,2,0
v1,4,1,1,0,0,1
v1,4,2,0,0,0,0
v1,4,3,1,1,0,0
v1,4,4,2,1,0,1
v1,4,5,1,0,0,1
v1,4,6,1,1,0,0
v1,4,7,1,1,0,0
v1,4,8,1,1,0,0
v1,4,9,1,1,0,0
v1,5,0,0,0,0,0
v1,5,1,0,0,0,0
v1,5,2,1,1,0,0
v1,5,3,0,0,0,0
v1,5,4,0,0,0,0
v1,5,5,0,0,0,0
v1,5,6,1,1,0,0
v1,5,7,0,0,0,0
v1,5,8,2,2,0,0
v1,5,9,0,0,0,0
v1,6,0,3,3,0,0
v1,6,1,0,0,0,0
v1,6,2,2,1,1,0
v1,6,3,0,0,0,0
v1,6,4,0,0,0,0
v1,6,5,1,0,0,1
v1,6,6,2,1,0,1
v1,6,7,1,1,0,0
v1,6,8,3,1,2,0
v1,6,9,0,0,0,0
v1,7,0,1,0,1,0
v1,7,1,0,0,0,0
v1,7,2,2,1,1,0
v1,7,3,2,1,0,1
v1,7,4,1,1,0,0
v1,7,5,2,1,1,0
v1,7,6,0,0,0,0
v1,7,7,1,0,1,0
v1,7,8,4,3,1,0
v1,7,9,4,2,2,0
v1,8,0,1,0,1,0
v1,8,1,2,1,1,0
v1,8,2,1,0,0,1
v1,8,3,2,1,1,0
v1,8,4,2,2,0,0
v1,8,5,2,1,1,0
v1,8,6,0,0,0,0
v1,8,7,1,1,0,0
v1,8,8,3,1,0,2
v1,8,9,3,1,2,0
v1,9,0,0,0,0,0
v1,9,1,0,0,0,0
v1,9,2,2,0,1,1
v1,9,3,1,1,0,0
