mpnn,bb,seq,count,B1,B2,B3
v6,1,0,3,1,2,0
v6,1,1,0,0,0,0
v6,1,2,0,0,0,0
v6,1,3,2,0,2,0
v6,1,4,2,1,1,0
v6,1,5,0,0,0,0
v6,1,6,2,1,1,0
v6,1,7,1,1,0,0
v6,1,8,3,1,2,0
v6,1,9,1,0,1,0
v6,2,0,3,1,2,0
v6,2,1,2,0,2,0
v6,2,2,1,1,0,0
v6,2,3,1,0,0,1
v6,2,4,0,0,0,0
v6,2,5,2,1,1,0
v6,2,6,0,0,0,0
v6,2,7,2,0,2,0
v6,2,8,1,1,0,0
v6,2,9,1,1,0,0
v6,3,0,1,1,0,0
v6,3,1,1,1,0,0
v6,3,2,0,0,0,0
v6,3,3,0,0,0,0
v6,3,4,0,0,0,0
v6,3,5,0,0,0,0
v6,3,6,1,1,0,0
v6,3,7,2,1,1,0
v6,3,8,0,0,0,0
v6,3,9,0,0,0,0
v6,4,0,0,0,0,0
v6,4,1,0,0,0,0
v6,4,2,2,0,2,0
v6,4,3,1,1,0,0
v6,4,4,2,1,1,0
v6,4,5,1,1,0,0
v6,4,6,1,1,0,0
v6,4,7,1,0,1,0
v6,4,8,3,2,0,1
v6,4,9,1,0,1,0
v6,5,0,0,0,0,0
v6,5,1,0,0,0,0
v6,5,2,0,0,0,0
v6,5,3,0,0,0,0
v6,5,4,1,1,0,0
v6,5,5,2,1,1,0
v6,5,6,0,0,0,0
v6,5,7,1,1,0,0
v6,5,8,0,0,0,0
v6,5,9,0,0,0,0
v6,6,0,1,0,1,0
v6,6,1,3,0,2,1
v6,6,2,2,2,0,0
v6,6,3,2,1,0,1
v6,6,4,0,0,0,0
v6,6,5,0,0,0,0
v6,6,6,2,1,0,1
v6,6,7,0,0,0,0
v6,6,8,1,1,0,0
v6,6,9,0,0,0,0
v6,7,0,3,3,0,0
v6,7,1,2,1,1,0
v6,7,2,2,2,0,0
v6,7,3,1,1,0,0
v6,7,4,0,0,0,0
v6,7,5,2,2,0,0
v6,7,6,0,0,0,0
v6,7,7,0,0,0,0
v6,7,8,0,0,0,0
v6,7,9,0,0,0,0
v6,8,0,0,0,0,0
v6,8,1,1,1,0,0
v6,8,2,0,0,0,0
v6,8,3,0,0,0,0
v6,8,4,0,0,0,0
v6,8,5,0,0,0,0
v6,8,6,0,0,0,0
v6,8,7,0,0,0,0
v6,8,8,0,0,0,0
v6,8,9,0,0,0,0
v6,9,0,0,0,0,0
v6,9,1,0,0,0,0
v6,9,2,0,0,0,0
v6,9,3,0,0,0,0
v6,9,4,0,0,0,0
v6,9,5,0,0,0,0
v6,9,6,0,0,0,0
v6,9,7,0,0,0,0
v6,9,8,0,0,0,0
v6,9,9,1,1,0,0
v6,10,0,3,1,2,0
v6,10,1,0,0,0,0
v6,10,2,1,1,0,0
v6,10,3,0,0,0,0
v6,10,4,1,1,0,0
v6,10,5,1,0,1,0
v6,10,6,1,1,0,0
v6,10,7,0,0,0,0
v6,10,8,0,0,0,0
v6,10,9,1,1,0,0
v6,11,0,1,1,0,0
v6,11,1,1,0,1,0
v6,11,2,1,1,0,0
v6,11,3,0,0,0,0
v6,11,4,0,0,0,0
v6,11,5,0,0,0,0
v6,11,6,2,1,0,1
v6,11,7,3,1,2,0
v6,11,8,1,0,0,1
v6,11,9,0,0,0,0
v6,12,0,1,0,1,0
v6,12,1,2,1,0,1
v6,12,2,0,0,0,0
v6,12,3,1,0,1,0
v6,12,4,3,2,1,0
v6,12,5,0,0,0,0
v6,12,6,0,0,0,0
v6,12,7,1,1,0,0
v6,12,8,1,1,0,0
v6,12,9,2,0,2,0
v6,13,0,1,0,1,0
v6,13,1,2,1,0,1
v6,13,2,1,1,0,0
v6,13,3,1,0,0,1
v6,13,4,2,0,2,0
v6,13,5,3,2,0,1
v6,13,6,1,0,1,0
v6,13,7,1,0,1,0
v6,13,8,2,0,1,1
v6,13,9,1,1,0,0
v6,14,0,0,0,0,0
v6,14,1,4,3,0,1
v6,14,2,2,0,2,0
v6,14,3,2,2,0,0
v6,14,4,0,0,0,0
v6,14,5,0,0,0,0
v6,14,6,0,0,0,0
v6,14,7,1,1,0,0
v6,14,8,1,1,0,0
v6,14,9,2,0,2,0
v6,15,0,2,0,2,0
v6,15,1,0,0,0,0
v6,15,2,1,0,1,0
v6,15,3,3,1,0,2
v6,15,4,3,1,0,2
v6,15,5,1,1,0,0
v6,15,6,2,2,0,0
v6,15,7,0,0,0,0
v6,15,8,4,2,2,0
v6,15,9,2,0,2,0
v6,16,0,2,1,1,0
v6,16,1,0,0,0,0
v6,16,2,1,1,0,0
v6,16,3,3,0,2,1
v6,16,4,0,0,0,0
v6,16,5,1,0,1,0
v6,16,6,0,0,0,0
v6,16,7,3,1,2,0
v6,16,8,2,1,1,0
v6,16,9,1,0,0,1
v6,17,0,1,1,0,0
v6,17,1,0,0,0,0
v6,17,2,2,1,0,1
v6,17,3,0,0,0,0
v6,17,4,0,0,0,0
v6,17,5,1,0,1,0
v6,17,6,1,0,0,1
v6,17,7,2,0,1,1
v6,17,8,0,0,0,0
v6,17,9,0,0,0,0
v6,18,0,1,0,1,0
v6,18,1,0,0,0,0
v6,18,2,0,0,0,0
v6,18,3,0,0,0,0
v6,18,4,0,0,0,0
v6,18,5,0,0,0,0
v6,18,6,1,0,0,1
v6,18,7,0,0,0,0
v6,18,8,1,1,0,0
v6,18,9,0,0,0,0
v6,19,0,0,0,0,0
v6,19,1,0,0,0,0
v6,19,2,0,0,0,0
v6,19,3,1,1,0,0
v6,19,4,0,0,0,0
v6,19,5,0,0,0,0
v6,19,6,1,1,0,0
