mpnn,bb,seq,count,B1,B2,B3
v2,1,0,1,1,0,0
v2,1,1,4,2,0,2
v2,1,2,3,2,0,1
v2,1,3,2,0,2,0
v2,1,4,2,0,2,0
v2,1,5,2,0,2,0
v2,1,6,3,1,0,2
v2,1,7,6,4,0,2
v2,1,8,0,0,0,0
v2,1,9,4,2,0,2
v2,2,0,1,1,0,0
v2,2,1,0,0,0,0
v2,2,2,0,0,0,0
v2,2,3,1,1,0,0
v2,2,4,0,0,0,0
v2,2,5,2,2,0,0
v2,2,6,0,0,0,0
v2,2,7,0,0,0,0
v2,2,8,3,1,2,0
v2,2,9,0,0,0,0
v2,3,0,3,2,0,1
v2,3,1,0,0,0,0
v2,3,2,4,3,0,1
v2,3,3,3,2,0,1
v2,3,4,1,1,0,0
v2,3,5,2,1,0,1
v2,3,6,1,0,1,0
v2,3,7,1,0,0,1
v2,3,8,0,0,0,0
v2,3,9,2,0,2,0
v2,4,0,3,1,2,0
v2,4,1,3,2,0,1
v2,4,2,1,1,0,0
v2,4,3,2,1,1,0
v2,4,4,1,1,0,0
v2,4,5,1,0,1,0
v2,4,6,1,0,1,0
v2,4,7,0,0,0,0
v2,4,8,0,0,0,0
v2,4,9,3,2,0,1
v2,5,0,1,0,1,0
v2,5,1,0,0,0,0
v2,5,2,1,0,1,0
v2,5,3,0,0,0,0
v2,5,4,1,1,0,0
v2,5,5,1,1,0,0
v2,5,6,0,0,0,0
v2,5,7,1,1,0,0
v2,5,8,1,0,1,0
v2,5,9,3,2,0,1
v2,6,0,1,0,1,0
v2,6,1,1,0,0,1
v2,6,2,3,2,0,1
v2,6,3,4,2,0,2
v2,6,4,0,0,0,0
v2,6,5,3,1,1,1
v2,6,6,0,0,0,0
v2,6,7,0,0,0,0
v2,6,8,1,1,0,0
v2,6,9,0,0,0,0
v2,7,0,5,4,0,1
v2,7,1,1,0,0,1
v2,7,2,0,0,0,0
v2,7,3,2,2,0,0
v2,7,4,2,0,2,0
v2,7,5,2,2,0,0
v2,7,6,0,0,0,0
v2,7,7,3,2,1,0
v2,7,8,3,3,0,0
v2,7,9,0,0,0,0
v2,8,0,0,0,0,0
v2,8,1,0,0,0,0
v2,8,2,0,0,0,0
v2,8,3,1,1,0,0
v2,8,4,0,0,0,0
v2,8,5,2,1,0,1
v2,8,6,0,0,0,0
v2,8,7,1,1,0,0
v2,8,8,1,1,0,0
v2,8,9,0,0,0,0
v2,9,0,0,0,0,0
v2,9,1,0,0,0,0
v2,9,2,0,0,0,0
v2,9,3,0,0,0,0
v2,9,4,2,2,0,0
v2,9,5,0,0,0,0
v2,9,6,0,0,0,0
v2,9,7,0,0,0,0
v2,9,8,1,1,0,0
v2,9,9,1,1,0,0
v2,10,0,1,1,0,0
v2,10,1,0,0,0,0
v2,10,2,0,0,0,0
v2,10,3,0,0,0,0
v2,10,4,0,0,0,0
v2,10,5,0,0,0,0
v2,10,6,1,1,0,0
v2,10,7,1,0,1,0
v2,10,8,1,1,0,0
v2,10,9,0,0,0,0
v2,11,0,0,0,0,0
v2,11,1,0,0,0,0
v2,11,2,1,1,0,0
v2,11,3,2,2,0,0
v2,11,4,1,1,0,0
v2,11,5,1,1,0,0
v2,11,6,0,0,0,0
v2,11,7,0,0,0,0
v2,11,8,1,0,0,1
v2,11,9,0,0,0,0
v2,12,0,1,1,0,0
v2,12,1,0,0,0,0
v2,12,2,1,1,0,0
v2,12,3,0,0,0,0
v2,12,4,0,0,0,0
v2,12,5,0,0,0,0
v2,12,6,0,0,0,0
v2,12,7,1,1,0,0
v2,12,8,1,0,1,0
v2,12,9,0,0,0,0
v2,13,0,0,0,0,0
v2,13,1,0,0,0,0
v2,13,2,0,0,0,0
v2,13,3,0,0,0,0
v2,13,4,0,0,0,0
v2,13,5,0,0,0,0
v2,13,6,1,1,0,0
v2,13,7,3,0,2,1
v2,13,8,3,1,1,1
v2,13,9,0,0,0,0
v2,14,0,0,0,0,0
v2,14,1,0,0,0,0
v2,14,2,0,0,0,0
v2,14,3,1,0,0,1
v2,14,4,4,2,2,0
v2,14,5,4,2,2,0
v2,14,6,3,2,1,0
v2,14,7,0,0,0,0
v2,14,8,0,0,0,0
v2,14,9,2,1,0,1
v2,15,0,0,0,0,0
v2,15,1,3,2,0,1
v2,15,2,0,0,0,0
v2,15,3,1,0,1,0
v2,15,4,0,0,0,0
v2,15,5,0,0,0,0
v2,15,6,0,0,0,0
v2,15,7,0,0,0,0
v2,15,8,0,0,0,0
v2,15,9,0,0,0,0
v2,16,0,0,0,0,0
v2,16,1,1,1,0,0
v2,16,2,0,0,0,0
v2,16,3,1,1,0,0
v2,16,4,0,0,0,0
v2,16,5,0,0,0,0
v2,16,6,1,0,1,0
v2,16,7,1,1,0,0
v2,16,8,2,1,0,1
v2,16,9,1,0,1,0
v2,17,0,1,0,0,1
v2,17,1,1,1,0,0
v2,17,2,0,0,0,0
v2,17,3,0,0,0,0
v2,17,4,4,3,0,1
v2,17,5,0,0,0,0
v2,17,6,0,0,0,0
v2,17,7,0,0,0,0
v2,17,8,0,0,0,0
v2,17,9,0,0,0,0
v2,18,0,2,1,1,0
v2,18,1,1,1,0,0
v2,18,2,2,1,1,0
v2,18,3,0,0,0,0
v2,18,4,2,1,1,0
v2,18,5,0,0,0,0
v2,18,6,0,0,0,0
v2,18,7,0,0,0,0
v2,18,8,2,2,0,0
v2,18,9,1,1,0,0
v2,19,0,1,0,0,1
v2,19,1,0,0,0,0
v2,19,2,0,0,0,0
v2,19,3,3,2,1,0
v2,19,4,1,1,0,0
v2,19,5,1,1,0,0
v2,19,6,3,1,0,2
v2,19,7,1,1,0,0
v2,19,8,3,2,0,1
v2,19,9,2,1,1,0
v2,20,0,0,0,0,0
v2,20,1,2,0,0,2
v2,20,2,1,0,1,0
v2,20,3,0,0,0,0
v2,20,4,1,1,0,0
v2,20,5,0,0,0,0
v2,20,6,3,2,0,1
v2,20,7,0,0,0,0
v2,20,8,1,1,0,0
v2,20,9,0,0,0,0
v2,21,0,3,1,2,0
v2,21,1,0,0,0,0
v2,21,2,1,0,1,0
v2,21,3,0,0,0,0
v2,21,4,3,2,0,1
v2,21,5,0,0,0,0
v2,21,6,0,0,0,0
v2,21,7,0,0,0,0
v2,21,8,4,2,0,2
v2,21,9,2,2,0,0
v2,22,0,1,1,0,0
v2,22,1,0,0,0,0
v2,22,2,0,0,0,0
