sequence,score,,,,,,,,,,,,,
v7,1,0, 86.22525871212122, 87.19595277449822, 61.310777777777766, 0.79, 0.44,-11.903954442640694, 3.2814285714285716, 4, 12.574999999999996, 3, 12.533333333333331, 2.462857142857143
v7,1,1, 74.85912386814574, 75.55164168119038, 57.0845, 0.78, 0.68,-15.42162667252886, 7.935714285714287, 9, 8.277777777777764, 6, 8.75, 5.25
v7,1,2, 86.99232198322511, 87.2694622336538, 79.87905555555557, 0.75, 0.68,-23.817803626893937, 15.118571428571427, 17, 7.747058823529414, 10, 6.679999999999995, 9.045714285714286
v7,1,3, 82.22919203643579, 83.05703068720602, 60.98133333333334, 0.57, 0.4,-19.97006206078644, 11.747142857142858, 15, 15.179999999999996, 7, 15.457142857142856, 5.454285714285715
v7,1,4, 78.70470027507216, 79.56105872734769, 56.72483333333333, 0.76, 0.34,-7.870470027507215, 0, 0, 0, 0, 0, 0
v7,1,5, 79.95379255501442, 80.74113295759074, 59.7453888888889, 0.69, 0.6,-13.099664969787156, 5.104285714285714, 6, 10.449999999999998, 2, 12.549999999999997, 1.6414285714285715
v7,1,6, 91.82964116612554, 92.25252545398325, 80.9756111111111, 0.86, 0.8,-24.96010697375541, 15.777142857142856, 17, 5.035294117647067, 11, 4.863636363636363, 10.235714285714286
v7,1,7, 83.82813446969696, 84.20091676505314, 74.26005555555555, 0.7, 0.64,-26.955670589826838, 18.572857142857142, 22, 10.904545454545458, 11, 11.445454545454544, 9.201428571428572
v7,1,8, 78.48242263257575, 79.34428758362849, 56.36122222222222, 0.59, 0.37,-9.392527977543288, 1.5442857142857143, 2, 15.950000000000003, 0, 0, 0
v7,1,9, 82.93869882756132, 83.5131632840464, 68.19411111111111, 0.75, 0.65,-18.019584168470416, 9.725714285714286, 11, 8.109090909090902, 5, 8.440000000000008, 4.397142857142857
v7,2,0, 81.40746029896032, 81.6117964886965, 76.29905555555557, 0.68, 0.64,-23.11646031561032, 14.975714285714284, 17, 8.335294117647061, 10, 7.729999999999995, 8.895714285714286
v7,2,1, 90.2985333832834, 90.71151916305918, 79.9738888888889, 0.81, 0.67,-23.175567624042625, 14.145714285714284, 16, 8.112500000000004, 10, 7.660000000000002, 8.905714285714286
v7,2,2, 88.58059975672478, 89.06983930254931, 76.34961111111112, 0.77, 0.62,-23.905202832815334, 15.047142857142855, 17, 8.041176470588239, 12, 7.774999999999996, 10.667142857142858
v7,2,3, 89.37086943149444, 90.31785087542089, 65.69633333333334, 0.79, 0.45,-20.20708694314944, 11.27, 14, 13.650000000000002, 6, 13.933333333333328, 4.805714285714286
v7,2,4, 89.60807782032781, 90.30719426647426, 72.13016666666665, 0.8, 0.65,-20.427950639175638, 11.467142857142857, 13, 8.253846153846151, 6, 8.699999999999998, 5.2542857142857144
v7,2,5, 88.86035693010693, 89.40758009620009, 75.17977777777777, 0.78, 0.66,-23.268892835867838, 14.382857142857144, 16, 7.074999999999996, 10, 6.25, 9.107142857142858
v7,2,6, 85.1003396973397, 85.48960217412218, 75.36877777777778, 0.72, 0.68,-21.142891112591112, 12.63285714285714, 14, 6.835714285714297, 9, 6.3111111111111065, 8.188571428571429
v7,2,7, 81.7133903041403, 82.18614591630592, 69.89450000000001, 0.64, 0.54,-20.567053316128316, 12.395714285714286, 15, 12.15333333333333, 10, 11.909999999999991, 8.29857142857143
v7,2,8, 82.11279629167129, 82.5405948100048, 71.41783333333332, 0.67, 0.61,-20.324136772024268, 12.112857142857141, 14, 9.435714285714296, 9, 9.17777777777778, 7.82
