mpnn,bb,seq,count,B1,B2,B3
design,27,0,1,1,0,0
design,27,1,4,2,2,0
design,27,2,3,2,1,0
design,27,3,1,1,0,0
design,27,4,3,2,1,0
design,27,5,0,0,0,0
design,27,6,2,1,1,0
design,27,7,3,2,1,0
design,27,8,1,1,0,0
design,27,9,1,1,0,0
design,27,10,4,2,2,0
design,27,11,4,2,2,0
design,27,12,1,1,0,0
design,27,13,0,0,0,0
design,27,14,3,1,2,0
design,27,15,5,3,2,0
design,27,16,0,0,0,0
design,27,17,2,1,1,0
design,27,18,2,1,1,0
design,27,19,4,2,2,0
design,27,20,2,1,1,0
design,27,21,2,1,1,0
design,27,22,0,0,0,0
design,27,23,3,1,2,0
design,27,24,1,0,1,0
design,27,25,2,1,1,0
design,27,26,2,2,0,0
design,27,27,1,1,0,0
design,27,28,3,1,2,0
design,27,29,0,0,0,0
design,28,0,3,1,2,0
design,28,1,3,1,2,0
design,28,2,3,1,2,0
design,28,3,4,2,2,0
design,28,4,4,2,2,0
design,28,5,1,1,0,0
design,28,6,3,1,2,0
design,28,7,0,0,0,0
design,28,8,3,2,1,0
design,28,9,4,2,2,0
design,28,10,4,2,2,0
design,28,11,3,1,2,0
design,28,12,4,2,2,0
design,28,13,0,0,0,0
design,28,14,4,2,2,0
design,28,15,3,1,2,0
design,28,16,4,2,2,0
design,28,17,3,2,1,0
design,28,18,2,2,0,0
design,28,19,4,2,2,0
design,28,20,1,1,0,0
design,28,21,4,2,2,0
design,28,22,1,1,0,0
design,28,23,6,3,2,1
design,28,24,3,1,2,0
design,28,25,4,2,2,0
design,28,26,3,1,2,0
design,28,27,3,1,2,0
design,28,28,4,2,2,0
design,28,29,1,1,0,0
design,29,0,1,1,0,0
design,29,1,1,0,1,0
design,29,2,2,1,1,0
design,29,3,1,1,0,0
design,29,4,3,3,0,0
design,29,5,3,3,0,0
design,29,6,0,0,0,0
design,29,7,3,2,1,0
design,29,8,1,0,1,0
design,29,9,2,2,0,0
design,29,10,2,2,0,0
design,29,11,2,2,0,0
design,29,12,0,0,0,0
design,29,13,4,3,1,0
design,29,14,2,2,0,0
design,29,15,3,2,1,0
design,29,16,0,0,0,0
design,29,17,5,4,1,0
design,29,18,3,2,1,0
design,29,19,3,2,1,0
design,29,20,3,3,0,0
design,29,21,0,0,0,0
design,29,22,3,2,1,0
design,29,23,2,1,1,0
design,29,24,0,0,0,0
design,29,25,2,1,1,0
design,29,26,0,0,0,0
design,29,27,3,2,1,0
design,29,28,1,0,1,0
design,29,29,2,1,1,0
design,30,0,4,2,2,0
design,30,1,4,2,2,0
design,30,2,5,3,2,0
design,30,3,3,1,2,0
design,30,4,5,3,2,0
design,30,5,3,1,2,0
design,30,6,5,3,2,0
design,30,7,5,3,2,0
design,30,8,5,3,2,0
design,30,9,3,1,2,0
design,30,10,2,1,1,0
design,30,11,4,2,2,0
design,30,12,3,1,2,0
design,30,13,2,2,0,0
design,30,14,3,1,2,0
design,30,15,4,2,2,0
design,30,16,3,1,2,0
design,30,17,4,2,2,0
design,30,18,4,2,2,0
design,30,19,5,3,2,0
design,30,20,4,2,2,0
design,30,21,4,2,2,0
design,30,22,4,2,2,0
design,30,23,3,2,1,0
design,30,24,5,3,2,0
design,30,25,5,3,2,0
design,30,26,4,2,2,0
design,30,27,5,3,2,0
design,30,28,5,3,2,0
design,30,29,5,3,2,0
design,31,0,5,3,2,0
design,31,1,4,2,2,0
design,31,2,4,2,2,0
design,31,3,1,0,0,1
design,31,4,1,1,0,0
design,31,5,5,3,2,0
design,31,6,4,2,2,0
design,31,7,4,2,2,0
design,31,8,2,2,0,0
design,31,9,4,2,2,0
design,31,10,3,1,2,0
design,31,11,4,2,2,0
design,31,12,2,0,2,0
design,31,13,4,2,2,0
design,31,14,5,3,2,0
design,31,15,5,3,2,0
design,31,16,4,2,2,0
design,31,17,4,2,2,0
design,31,18,2,0,2,0
design,31,19,0,0,0,0
design,31,20,3,2,0,1
design,31,21,2,1,0,1
design,31,22,0,0,0,0
design,31,23,0,0,0,0
design,31,24,0,0,0,0
design,31,25,0,0,0,0
design,31,26,0,0,0,0
design,31,27,6,4,1,1
design,31,28,5,3,2,0
design,31,29,0,0,0,0
design,32,0,6,4,2,0
design,32,1,5,3,2,0
design,32,2,4,2,2,0
design,32,3,4,2,2,0
design,32,4,5,3,2,0
design,32,5,5,3,2,0
design,32,6,6,4,2,0
design,32,7,3,1,2,0
design,32,8,4,2,2,0
design,32,9,5,3,2,0
design,32,10,6,4,2,0
design,32,11,3,2,1,0
design,32,12,4,2,2,0
design,32,13,4,2,2,0
design,32,14,2,1,1,0
design,32,15,4,2,2,0
design,32,16,3,1,2,0
design,32,17,5,3,2,0
design,32,18,5,3,2,0
design,32,19,4,4,0,0
design,32,20,5,3,2,0
design,32,21,5,3,2,0
design,32,22,5,3,2,0
design,32,23,5,3,2,0
design,32,24,4,2,2,0
design,32,25,5,3,2,0
design,32,26,5,3,2,0
design,32,27,4,2,2,0
design,32,28,4,3,0,1
design,32,29,5,3,2,0
design,33,0,4,3,0,1
design,33,1,0,0,0,0
design,33,2,0,0,0,0
design,33,3,0,0,0,0
design,33,4,0,0,0,0
design,33,5,1,1,0,0
design,33,6,1,1,0,0
design,33,7,0,0,0,0
design,33,8,4,3,1,0
design,33,9,1,1,0,0
design,33,10,2,1,1,0
design,33,11,0,0,0,0
design,33,12,1,1,0,0
design,33,13,5,4,1,0
design,33,14,2,1,1,0
design,33,15,0,0,0,0
design,33,16,3,2,1,0
design,33,17,2,1,0,1
design,33,18,2,2,0,0
design,33,19,1,1,0,0
design,33,20,3,2,1,0
design,33,21,2,1,1,0
design,33,22,0,0,0,0
design,33,23,1,0,1,0
design,33,24,0,0,0,0
design,33,25,1,0,0,1
design,33,26,1,0,1,0
design,33,27,2,2,0,0
design,33,28,0,0,0,0
design,33,29,2,2,0,0
design,34,0,5,3,2,0
design,34,1,4,2,2,0
design,34,2,3,2,1,0
design,34,3,4,2,2,0
design,34,4,5,3,2,0
design,34,5,6,5,0,1
design,34,6,0,0,0,0
design,34,7,4,2,2,0
design,34,8,4,3,1,0
design,34,9,0,0,0,0
design,34,10,0,0,0,0
design,34,11,5,3,2,0
design,34,12,4,2,2,0
