mpnn,bb,seq,count,B1,B2,B3
v1,1,0,1,1,0,0
v1,1,1,1,1,0,0
v1,1,2,0,0,0,0
v1,1,3,0,0,0,0
v1,1,4,2,2,0,0
v1,1,5,0,0,0,0
v1,1,6,2,2,0,0
v1,1,7,0,0,0,0
v1,1,8,1,1,0,0
v1,1,9,0,0,0,0
v1,2,0,0,0,0,0
v1,2,1,0,0,0,0
v1,2,2,0,0,0,0
v1,2,3,0,0,0,0
v1,2,4,1,1,0,0
v1,2,5,1,1,0,0
v1,2,6,0,0,0,0
v1,2,7,1,1,0,0
v1,2,8,0,0,0,0
v1,2,9,0,0,0,0
v1,3,0,1,1,0,0
v1,3,1,0,0,0,0
v1,3,2,1,1,0,0
v1,3,3,0,0,0,0
v1,3,4,1,1,0,0
v1,3,5,0,0,0,0
v1,3,6,2,2,0,0
v1,3,7,1,1,0,0
v1,3,8,1,1,0,0
v1,3,9,0,0,0,0
v1,4,0,0,0,0,0
v1,4,1,0,0,0,0
v1,4,2,1,1,0,0
v1,4,3,0,0,0,0
v1,4,4,0,0,0,0
v1,4,5,0,0,0,0
v1,4,6,1,1,0,0
v1,4,7,0,0,0,0
v1,4,8,1,1,0,0
v1,4,9,1,1,0,0
v1,5,0,0,0,0,0
v1,5,1,0,0,0,0
v1,5,2,0,0,0,0
v1,5,3,1,1,0,0
v1,5,4,1,1,0,0
v1,5,5,0,0,0,0
v1,5,6,0,0,0,0
v1,5,7,2,2,0,0
v1,5,8,1,1,0,0
v1,5,9,0,0,0,0
v1,6,0,0,0,0,0
v1,6,1,0,0,0,0
v1,6,2,1,1,0,0
v1,6,3,0,0,0,0
v1,6,4,0,0,0,0
v1,6,5,0,0,0,0
v1,6,6,2,2,0,0
v1,6,7,0,0,0,0
v1,6,8,0,0,0,0
v1,6,9,0,0,0,0
v1,7,0,0,0,0,0
v1,7,1,1,1,0,0
v1,7,2,0,0,0,0
v1,7,3,0,0,0,0
v1,7,4,0,0,0,0
v1,7,5,0,0,0,0
v1,7,6,0,0,0,0
v1,7,7,0,0,0,0
v1,7,8,0,0,0,0
v1,7,9,0,0,0,0
v1,8,0,0,0,0,0
v1,8,1,0,0,0,0
v1,8,2,0,0,0,0
v1,8,3,0,0,0,0
v1,8,4,0,0,0,0
v1,8,5,0,0,0,0
v1,8,6,0,0,0,0
v1,8,7,0,0,0,0
v1,8,8,0,0,0,0
v1,8,9,0,0,0,0
v1,9,0,1,1,0,0
v1,9,1,0,0,0,0
v1,9,2,1,1,0,0
v1,9,3,0,0,0,0
v1,9,4,1,1,0,0
v1,9,5,1,1,0,0
v1,9,6,0,0,0,0
v1,9,7,0,0,0,0
v1,9,8,0,0,0,0
v1,9,9,0,0,0,0
v1,10,0,0,0,0,0
v1,10,1,0,0,0,0
v1,10,2,1,1,0,0
v1,10,3,0,0,0,0
v1,10,4,1,1,0,0
v1,10,5,0,0,0,0
v1,10,6,0,0,0,0
v1,10,7,0,0,0,0
v1,10,8,0,0,0,0
v1,10,9,0,0,0,0
v1,11,0,1,1,0,0
v1,11,1,0,0,0,0
v1,11,2,0,0,0,0
v1,11,3,0,0,0,0
v1,11,4,2,2,0,0
v1,11,5,2,2,0,0
v1,11,6,0,0,0,0
v1,11,7,0,0,0,0
v1,11,8,0,0,0,0
v1,11,9,0,0,0,0
v1,12,0,0,0,0,0
v1,12,1,0,0,0,0
v1,12,2,0,0,0,0
v1,12,3,0,0,0,0
v1,12,4,0,0,0,0
v1,12,5,1,1,0,0
v1,12,6,1,1,0,0
v1,12,7,1,1,0,0
v1,12,8,1,1,0,0
v1,12,9,0,0,0,0
v1,13,0,2,2,0,0
v1,13,1,0,0,0,0
v1,13,2,0,0,0,0
v1,13,3,1,1,0,0
v1,13,4,0,0,0,0
v1,13,5,2,2,0,0
v1,13,6,2,2,0,0
v1,13,7,0,0,0,0
v1,13,8,0,0,0,0
v1,13,9,1,1,0,0
v1,14,0,0,0,0,0
v1,14,1,0,0,0,0
v1,14,2,0,0,0,0
v1,14,3,0,0,0,0
v1,14,4,0,0,0,0
v1,14,5,0,0,0,0
v1,14,6,0,0,0,0
v1,14,7,0,0,0,0
v1,14,8,0,0,0,0
v1,14,9,0,0,0,0
v1,15,0,0,0,0,0
v1,15,1,0,0,0,0
v1,15,2,0,0,0,0
v1,15,3,0,0,0,0
v1,15,4,0,0,0,0
v1,15,5,1,1,0,0
v1,15,6,0,0,0,0
v1,15,7,0,0,0,0
v1,15,8,0,0,0,0
v1,15,9,0,0,0,0
v1,16,0,0,0,0,0
v1,16,1,1,1,0,0
v1,16,2,0,0,0,0
v1,16,3,0,0,0,0
v1,16,4,0,0,0,0
v1,16,5,0,0,0,0
v1,16,6,1,1,0,0
v1,16,7,0,0,0,0
v1,16,8,0,0,0,0
v1,16,9,0,0,0,0
v1,17,0,1,1,0,0
v1,17,1,2,2,0,0
v1,17,2,0,0,0,0
v1,17,3,0,0,0,0
v1,17,4,0,0,0,0
v1,17,5,2,2,0,0
v1,17,6,0,0,0,0
v1,17,7,0,0,0,0
v1,17,8,1,1,0,0
v1,17,9,0,0,0,0
v1,18,0,0,0,0,0
v1,18,1,1,1,0,0
v1,18,2,1,1,0,0
v1,18,3,1,1,0,0
v1,18,4,2,2,0,0
v1,18,5,1,1,0,0
v1,18,6,0,0,0,0
v1,18,7,0,0,0,0
v1,18,8,1,1,0,0
v1,18,9,1,1,0,0
v1,19,0,1,1,0,0
v1,19,1,0,0,0,0
v1,19,2,0,0,0,0
v1,19,3,0,0,0,0
