sequence,score,,,,,,,,,,,,,
v2,1,0, 90.94632911495911, 91.00766458734167, 89.47427777777779, 0.83, 0.83,-28.917490054353053, 19.822857142857142, 21, 3.923809523809528, 13, 3.9538461538461607, 12.265714285714285
v2,1,1, 89.01045278499278, 89.16297396584896, 85.34994444444446, 0.83, 0.75,-26.546759564213566, 17.645714285714288, 19, 4.989473684210524, 13, 4.961538461538462, 12.07857142857143
v2,1,2, 85.11171467051467, 86.07777454104537, 61.926277777777784, 0.77, 0.46,-16.216885752765755, 7.705714285714286, 10, 16.05999999999999, 7, 16.628571428571426, 5.337142857142857
v2,1,3, 93.5970209139009, 93.85404030383197, 87.42855555555555, 0.85, 0.77,-25.282559234247238, 15.922857142857145, 17, 4.435294117647051, 12, 4.299999999999993, 11.262857142857143
v2,1,4, 92.52223941317942, 92.66702948132115, 89.04727777777778, 0.82, 0.76,-21.3193667984608, 12.067142857142857, 13, 5.023076923076928, 6, 4.75, 5.5928571428571425
v2,1,5, 82.735456979317, 83.11600842752927, 73.60222222222222, 0.7, 0.61,-21.59783141221741, 13.324285714285713, 16, 11.706250000000004, 10, 11.239999999999998, 8.394285714285715
v2,1,6, 88.59101987493989, 88.60588181417349, 88.23433333333334, 0.8, 0.8,-29.367673416065422, 20.508571428571432, 22, 4.745454545454529, 15, 4.7666666666666595, 13.97857142857143
v2,1,7, 84.18683645021646, 85.10282963564214, 62.203, 0.79, 0.59,-19.77296935930736, 11.354285714285714, 13, 8.861538461538466, 6, 8.849999999999994, 5.241428571428572
v2,1,8, 89.2761858922559, 90.10847835998877, 69.30116666666666, 0.82, 0.58,-21.11333287493988, 12.185714285714287, 14, 9.071428571428564, 6, 8.933333333333337, 5.234285714285714
v2,1,9, 90.25631852332852, 90.43237577661536, 86.03094444444446, 0.79, 0.71,-22.787060423761424, 13.761428571428572, 15, 5.779999999999996, 9, 5.099999999999998, 8.344285714285714
v2,2,0, 68.32671612906064, 69.3856251803752, 40.44211111111111, 0.45, 0.18,-7.479814470048921, 0.6471428571428571, 1, 24.700000000000003, 1, 24.700000000000003, 0.6471428571428571
v2,2,1, 77.31182850279801, 77.96716798180724, 60.05455555555556, 0.72, 0.56,-11.226897135994086, 3.495714285714286, 4, 8.824999999999996, 4, 8.824999999999996, 3.495714285714286
v2,2,2, 83.43248541160737, 83.85989203061357, 72.17744444444445, 0.75, 0.66,-29.431819969732167, 21.08857142857143, 24, 8.491666666666665, 14, 7.84999999999999, 12.430000000000001
v2,2,3, 55.01269056857777, 55.68651004164612, 37.26877777777778, 0.38, 0.18,-11.822697628286349, 6.321428571428571, 10, 25.75, 3, 24.53333333333333, 1.9485714285714288
v2,2,4, 66.82608616654349, 67.72733627413376, 43.09316666666667, 0.52, 0.27,-10.265465759511493, 3.5828571428571427, 5, 19.840000000000003, 2, 21.199999999999996, 1.3942857142857144
v2,2,5, 76.98891245204659, 77.7156243173142, 57.85216666666667, 0.74, 0.56,-17.411748388061802, 9.712857142857143, 11, 8.190909090909093, 5, 7.939999999999998, 4.432857142857143
v2,2,6, 74.73518828529194, 75.28270176448024, 60.31733333333333, 0.6, 0.46,-17.30923311424348, 9.835714285714285, 12, 12.625, 2, 13.0, 1.6285714285714286
v2,2,7, 71.6217486009925, 72.46441626938463, 49.4315, 0.66, 0.25,-8.603603431527823, 1.4414285714285715, 2, 19.549999999999997, 2, 19.549999999999997, 1.4414285714285715
v2,2,8, 76.30628921620385, 77.3318930261019, 49.29872222222222, 0.66, 0.35,-11.46634320733467, 3.835714285714286, 5, 16.3, 5, 16.3, 3.835714285714286
v2,2,9, 75.41776481276177, 76.32705967906917, 51.473000000000006, 0.7, 0.55,-13.610347909847606, 6.0685714285714285, 7, 9.314285714285713, 5, 9.039999999999997, 4.354285714285714
