mpnn,bb,seq,count,B1,B2,B3
v3,1,0,0,0,0,0
v3,1,1,1,1,0,0
v3,1,2,0,0,0,0
v3,1,3,1,1,0,0
v3,1,4,1,1,0,0
v3,1,5,1,1,0,0
v3,1,6,0,0,0,0
v3,1,7,0,0,0,0
v3,1,8,0,0,0,0
v3,1,9,0,0,0,0
v3,2,0,1,1,0,0
v3,2,1,4,2,2,0
v3,2,2,0,0,0,0
v3,2,3,3,1,2,0
v3,2,4,2,0,2,0
v3,2,5,4,3,1,0
v3,2,6,2,1,1,0
v3,2,7,1,0,0,1
v3,2,8,1,0,0,1
v3,2,9,0,0,0,0
v3,3,0,0,0,0,0
v3,3,1,0,0,0,0
v3,3,2,1,0,1,0
v3,3,3,0,0,0,0
v3,3,4,1,0,0,1
v3,3,5,0,0,0,0
v3,3,6,0,0,0,0
v3,3,7,1,0,0,1
v3,3,8,0,0,0,0
v3,3,9,0,0,0,0
v3,4,0,1,1,0,0
v3,4,1,0,0,0,0
v3,4,2,0,0,0,0
v3,4,3,0,0,0,0
v3,4,4,0,0,0,0
v3,4,5,3,2,0,1
v3,4,6,0,0,0,0
v3,4,7,1,1,0,0
v3,4,8,3,1,2,0
v3,4,9,0,0,0,0
v3,5,0,1,1,0,0
v3,5,1,0,0,0,0
v3,5,2,2,0,2,0
v3,5,3,0,0,0,0
v3,5,4,0,0,0,0
v3,5,5,2,2,0,0
v3,5,6,0,0,0,0
v3,5,7,0,0,0,0
v3,5,8,0,0,0,0
v3,5,9,1,1,0,0
v3,6,0,2,0,2,0
v3,6,1,0,0,0,0
v3,6,2,2,1,1,0
v3,6,3,0,0,0,0
v3,6,4,0,0,0,0
v3,6,5,0,0,0,0
v3,6,6,0,0,0,0
v3,6,7,0,0,0,0
v3,6,8,3,2,1,0
v3,6,9,0,0,0,0
v3,7,0,2,1,0,1
v3,7,1,0,0,0,0
v3,7,2,1,1,0,0
v3,7,3,0,0,0,0
v3,7,4,0,0,0,0
v3,7,5,0,0,0,0
v3,7,6,1,1,0,0
v3,7,7,1,1,0,0
v3,7,8,0,0,0,0
v3,7,9,0,0,0,0
v3,8,0,0,0,0,0
v3,8,1,4,3,0,1
v3,8,2,1,1,0,0
v3,8,3,3,2,0,1
v3,8,4,3,2,0,1
v3,8,5,2,0,2,0
v3,8,6,3,2,0,1
v3,8,7,0,0,0,0
v3,8,8,3,2,0,1
v3,8,9,0,0,0,0
v3,9,0,0,0,0,0
v3,9,1,2,0,2,0
v3,9,2,0,0,0,0
v3,9,3,2,0,2,0
v3,9,4,1,1,0,0
v3,9,5,1,1,0,0
v3,9,6,2,1,0,1
v3,9,7,0,0,0,0
v3,9,8,1,1,0,0
v3,9,9,1,0,1,0
v3,10,0,0,0,0,0
v3,10,1,3,2,0,1
v3,10,2,1,0,1,0
v3,10,3,1,1,0,0
v3,10,4,1,0,0,1
v3,10,5,3,2,0,1
v3,10,6,1,1,0,0
v3,10,7,1,0,1,0
v3,10,8,1,1,0,0
v3,10,9,1,1,0,0
v3,11,0,2,0,2,0
v3,11,1,1,1,0,0
v3,11,2,1,0,1,0
v3,11,3,0,0,0,0
v3,11,4,2,1,1,0
v3,11,5,1,1,0,0
v3,11,6,2,0,1,1
v3,11,7,1,1,0,0
v3,11,8,1,1,0,0
v3,11,9,0,0,0,0
v3,12,0,0,0,0,0
v3,12,1,0,0,0,0
v3,12,2,0,0,0,0
v3,12,3,0,0,0,0
v3,12,4,0,0,0,0
v3,12,5,0,0,0,0
v3,12,6,0,0,0,0
v3,12,7,1,1,0,0
v3,12,8,1,0,0,1
v3,12,9,1,1,0,0
v3,13,0,0,0,0,0
v3,13,1,0,0,0,0
v3,13,2,0,0,0,0
v3,13,3,1,1,0,0
v3,13,4,0,0,0,0
v3,13,5,2,2,0,0
v3,13,6,1,1,0,0
v3,13,7,2,1,1,0
v3,13,8,2,1,1,0
v3,13,9,0,0,0,0
v3,14,0,1,0,1,0
v3,14,1,0,0,0,0
v3,14,2,0,0,0,0
v3,14,3,0,0,0,0
v3,14,4,0,0,0,0
v3,14,5,0,0,0,0
v3,14,6,0,0,0,0
v3,14,7,0,0,0,0
v3,14,8,0,0,0,0
v3,14,9,0,0,0,0
v3,15,0,0,0,0,0
v3,15,1,2,1,0,1
v3,15,2,0,0,0,0
v3,15,3,0,0,0,0
v3,15,4,0,0,0,0
v3,15,5,5,1,1,3
v3,15,6,3,3,0,0
v3,15,7,1,1,0,0
v3,15,8,2,0,1,1
v3,15,9,0,0,0,0
v3,16,0,1,0,1,0
v3,16,1,0,0,0,0
v3,16,2,1,1,0,0
v3,16,3,2,0,2,0
v3,16,4,0,0,0,0
v3,16,5,2,2,0,0
v3,16,6,2,1,0,1
v3,16,7,1,0,1,0
v3,16,8,0,0,0,0
v3,16,9,0,0,0,0
v3,17,0,0,0,0,0
v3,17,1,1,1,0,0
v3,17,2,0,0,0,0
v3,17,3,0,0,0,0
v3,17,4,0,0,0,0
v3,17,5,1,0,0,1
v3,17,6,0,0,0,0
v3,17,7,0,0,0,0
v3,17,8,2,1,0,1
v3,17,9,0,0,0,0
v3,18,0,2,0,2,0
v3,18,1,0,0,0,0
v3,18,2,1,1,0,0
v3,18,3,1,1,0,0
v3,18,4,3,2,0,1
v3,18,5,0,0,0,0
v3,18,6,3,3,0,0
v3,18,7,0,0,0,0
v3,18,8,0,0,0,0
v3,18,9,1,0,0,1
v3,19,0,1,1,0,0
v3,19,1,3,1,2,0
v3,19,2,1,0,1,0
v3,19,3,0,0,0,0
v3,19,4,2,2,0,0
v3,19,5,3,2,0,1
v3,19,6,0,0,0,0
v3,19,7,2,1,1,0
v3,19,8,0,0,0,0
v3,19,9,1,1,0,0
v3,20,0,0,0,0,0
v3,20,1,0,0,0,0
v3,20,2,0,0,0,0
v3,20,3,0,0,0,0
v3,20,4,0,0,0,0
v3,20,5,0,0,0,0
v3,20,6,2,2,0,0
v3,20,7,0,0,0,0
v3,20,8,2,1,1,0
v3,20,9,2,0,1,1
v3,21,0,0,0,0,0
v3,21,1,1,1,0,0
v3,21,2,1,1,0,0
v3,21,3,0,0,0,0
v3,21,4,0,0,0,0
v3,21,5,0,0,0,0
v3,21,6,0,0,0,0
v3,21,7,1,0,1,0
v3,21,8,0,0,0,0
v3,21,9,2,2,0,0
v3,22,0,1,1,0,0
v3,22,1,1,0,1,0
v3,22,2,4,3,0,1
v3,22,3,0,0,0,0
v3,22,4,0,0,0,0
v3,22,5,2,1,0,1
v3,22,6,2,0,1,1
v3,22,7,2,0,1,1
v3,22,8,2,1,1,0
v3,22,9,0,0,0,0
v3,23,0,3,2,0,1
v3,23,1,0,0,0,0
v3,23,2,0,0,0,0
v3,23,3,1,0,0,1
v3,23,4,3,2,0,1
v3,23,5,1,1,0,0
v3,23,6,1,1,0,0
v3,23,7,1,1,0,0
v3,23,8,3,3,0,0
v3,23,9,4,2,0,2
v3,24,0,0,0,0,0
v3,24,1,0,0,0,0
v3,24,2,0,0,0,0
v3,24,3,0,0,0,0
v3,24,4,0,0,0,0
v3,24,5,0,0,0,0
v3,24,6,0,0,0,0
v3,24,7,0,0,0,0
v3,24,8,0,0,0,0
v3,24,9,0,0,0,0
v3,25,0,1,0,0,1
v3,25,1,0,0,0,0
v3,25,2,0,0,0,0
v3,25,3,0,0,0,0
v3,25,4,1,0,0,1
v3,25,5,0,0,0,0
v3,25,6,0,0,0,0
v3,25,7,1,1,0,0
v3,25,8,2,1,1,0
v3,25,9,0,0,0,0
v3,26,0,1,0,0,1
v3,26,1,0,0,0,0
v3,26,2,3,2,0,1
v3,26,3,2,2,0,0
v3,26,4,1,0,1,0
v3,26,5,1,1,0,0
v3,26,6,0,0,0,0
v3,26,7,3,1,1,1
v3,26,8,1,0,1,0
v3,26,9,1,1,0,0
v3,27,0,0,0,0,0
v3,27,1,0,0,0,0
v3,27,2,0,0,0,0
v3,27,3,1,0,1,0
v3,27,4,0,0,0,0
v3,27,5,1,1,0,0
v3,27,6,0,0,0,0
v3,27,7,1,1,0,0
v3,27,8,0,0,0,0
v3,27,9,0,0,0,0
v3,28,0,3,1,0,2
v3,28,1,0,0,0,0
v3,28,2,1,0,0,1
v3,28,3,1,1,0,0
v3,28,4,1,1,0,0
v3,28,5,3,1,1,1
v3,28,6,2,0,1,1
v3,28,7,0,0,0,0
v3,28,8,3,1,1,1
v3,28,9,1,1,0,0
v3,29,0,2,0,2,0
v3,29,1,2,0,2,0
v3,29,2,1,0,1,0
v3,29,3,1,1,0,0
v3,29,4,2,2,0,0
v3,29,5,1,1,0,0
v3,29,6,0,0,0,0
v3,29,7,2,1,1,0
v3,29,8,0,0,0,0
v3,29,9,0,0,0,0
v3,30,0,0,0,0,0
v3,30,1,0,0,0,0
v3,30,2,0,0,0,0
v3,30,3,1,0,1,0
v3,30,4,4,2,0,2
v3,30,5,0,0,0,0
v3,30,6,0,0,0,0
v3,30,7,0,0,0,0
v3,30,8,3,0,2,1
v3,30,9,0,0,0,0
v3,31,0,3,2,0,1
v3,31,1,0,0,0,0
v3,31,2,0,0,0,0
v3,31,3,0,0,0,0
v3,31,4,2,2,0,0
v3,31,5,1,0,1,0
v3,31,6,0,0,0,0
v3,31,7,2,1,1,0
v3,31,8,3,2,1,0
v3,31,9,0,0,0,0
v3,32,0,0,0,0,0
v3,32,1,0,0,0,0
v3,32,2,2,2,0,0
v3,32,3,0,0,0,0
v3,32,4,2,0,2,0
v3,32,5,1,1,0,0
v3,32,6,2,1,0,1
v3,32,7,0,0,0,0
v3,32,8,0,0,0,0
v3,32,9,0,0,0,0
v3,33,0,1,0,1,0
v3,33,1,0,0,0,0
v3,33,2,1,1,0,0
v3,33,3,2,0,2,0
v3,33,4,1,1,0,0
v3,33,5,1,1,0,0
v3,33,6,0,0,0,0
v3,33,7,2,0,2,0
v3,33,8,0,0,0,0
v3,33,9,1,0,0,1
v3,34,0,1,0,0,1
v3,34,1,0,0,0,0
v3,34,2,0,0,0,0
v3,34,3,0,0,0,0
v3,34,4,0,0,0,0
v3,34,5,0,0,0,0
v3,34,6,0,0,0,0
v3,34,7,0,0,0,0
v3,34,8,1,1,0,0
v3,34,9,2,1,0,1
v3,35,0,0,0,0,0
v3,35,1,0,0,0,0
v3,35,2,1,0,0,1
v3,35,3,0,0,0,0
v3,35,4,0,0,0,0
v3,35,5,0,0,0,0
v3,35,6,1,1,0,0
v3,35,7,0,0,0,0
v3,35,8,0,0,0,0
v3,35,9,2,1,1,0
v3,36,0,0,0,0,0
v3,36,1,0,0,0,0
v3,36,2,0,0,0,0
v3,36,3,0,0,0,0
v3,36,4,3,1,2,0
v3,36,5,1,1,0,0
v3,36,6,1,1,0,0
v3,36,7,1,0,0,1
v3,36,8,1,1,0,0
v3,36,9,1,1,0,0
v3,37,0,1,1,0,0
v3,37,1,2,1,1,0
v3,37,2,0,0,0,0
v3,37,3,5,2,1,2
v3,37,4,0,0,0,0
v3,37,5,3,2,1,0
v3,37,6,0,0,0,0
v3,37,7,0,0,0,0
v3,37,8,0,0,0,0
v3,37,9,0,0,0,0
v3,38,0,2,0,2,0
v3,38,1,0,0,0,0
v3,38,2,0,0,0,0
v3,38,3,2,2,0,0
v3,38,4,2,1,0,1
v3,38,5,0,0,0,0
v3,38,6,0,0,0,0
v3,38,7,0,0,0,0
v3,38,8,2,0,2,0
v3,38,9,0,0,0,0
v3,39,0,1,0,0,1
v3,39,1,4,0,1,3
v3,39,2,2,1,0,1
v3,39,3,0,0,0,0
v3,39,4,0,0,0,0
v3,39,5,0,0,0,0
v3,39,6,0,0,0,0
v3,39,7,0,0,0,0
v3,39,8,1,0,1,0
v3,39,9,0,0,0,0
v3,40,0,0,0,0,0
v3,40,1,0,0,0,0
v3,40,2,0,0,0,0
v3,40,3,0,0,0,0
v3,40,4,1,1,0,0
v3,40,5,0,0,0,0
v3,40,6,0,0,0,0
v3,40,7,0,0,0,0
v3,40,8,1,1,0,0
v3,40,9,0,0,0,0
v3,41,0,2,1,0,1
v3,41,1,2,0,2,0
v3,41,2,0,0,0,0
v3,41,3,3,1,2,0
v3,41,4,2,0,2,0
v3,41,5,1,0,1,0
v3,41,6,1,1,0,0
v3,41,7,1,0,1,0
v3,41,8,3,1,2,0
v3,41,9,2,0,2,0
v3,42,0,3,2,1,0
v3,42,1,1,1,0,0
v3,42,2,0,0,0,0
v3,42,3,0,0,0,0
v3,42,4,1,1,0,0
v3,42,5,2,0,2,0
v3,42,6,1,0,0,1
v3,42,7,1,1,0,0
v3,42,8,1,1,0,0
v3,42,9,1,1,0,0
v3,43,0,0,0,0,0
v3,43,1,1,1,0,0
v3,43,2,0,0,0,0
v3,43,3,1,1,0,0
v3,43,4,0,0,0,0
v3,43,5,0,0,0,0
v3,43,6,0,0,0,0
v3,43,7,1,1,0,0
v3,43,8,1,0,0,1
v3,43,9,1,0,1,0
v3,44,0,1,1,0,0
v3,44,1,1,1,0,0
v3,44,2,2,2,0,0
v3,44,3,1,1,0,0
v3,44,4,1,1,0,0
v3,44,5,3,2,1,0
v3,44,6,3,2,1,0
v3,44,7,3,2,1,0
v3,44,8,3,1,2,0
v3,44,9,5,4,1,0
v3,45,0,1,1,0,0
v3,45,1,0,0,0,0
v3,45,2,1,1,0,0
v3,45,3,0,0,0,0
v3,45,4,0,0,0,0
v3,45,5,2,2,0,0
v3,45,6,1,0,1,0
v3,45,7,0,0,0,0
v3,45,8,0,0,0,0
v3,45,9,0,0,0,0
v3,46,0,2,1,1,0
v3,46,1,1,0,0,1
v3,46,2,2,0,1,1
v3,46,3,0,0,0,0
v3,46,4,1,1,0,0
v3,46,5,3,1,2,0
v3,46,6,0,0,0,0
v3,46,7,3,2,0,1
v3,46,8,0,0,0,0
v3,46,9,1,1,0,0
v3,47,0,3,2,0,1
v3,47,1,2,2,0,0
v3,47,2,0,0,0,0
v3,47,3,1,1,0,0
v3,47,4,0,0,0,0
v3,47,5,0,0,0,0
v3,47,6,1,1,0,0
v3,47,7,1,1,0,0
v3,47,8,0,0,0,0
v3,47,9,1,0,1,0
v3,48,0,2,1,0,1
v3,48,1,2,1,1,0
v3,48,2,0,0,0,0
v3,48,3,2,1,1,0
v3,48,4,0,0,0,0
v3,48,5,1,1,0,0
v3,48,6,2,2,0,0
v3,48,7,1,1,0,0
v3,48,8,0,0,0,0
v3,48,9,1,1,0,0
v3,49,0,0,0,0,0
v3,49,1,0,0,0,0
v3,49,2,1,1,0,0
v3,49,3,1,1,0,0
v3,49,4,1,1,0,0
v3,49,5,1,1,0,0
v3,49,6,0,0,0,0
v3,49,7,2,2,0,0
v3,49,8,1,1,0,0
v3,49,9,1,1,0,0
v3,50,0,1,1,0,0
v3,50,1,1,1,0,0
v3,50,2,0,0,0,0
v3,50,3,0,0,0,0
v3,50,4,2,2,0,0
v3,50,5,0,0,0,0
v3,50,6,1,0,0,1
v3,50,7,0,0,0,0
v3,50,8,0,0,0,0
v3,50,9,4,2,1,1
v3,51,0,0,0,0,0
v3,51,1,1,0,1,0
v3,51,2,2,1,1,0
v3,51,3,2,2,0,0
v3,51,4,0,0,0,0
v3,51,5,0,0,0,0
v3,51,6,0,0,0,0
v3,51,7,2,1,0,1
v3,51,8,1,0,0,1
v3,51,9,1,1,0,0
v3,52,0,3,1,2,0
v3,52,1,0,0,0,0
v3,52,2,1,1,0,0
v3,52,3,0,0,0,0
v3,52,4,0,0,0,0
v3,52,5,0,0,0,0
v3,52,6,0,0,0,0
v3,52,7,0,0,0,0
v3,52,8,0,0,0,0
v3,52,9,1,0,1,0
v3,53,0,2,0,2,0
v3,53,1,1,1,0,0
v3,53,2,3,2,0,1
v3,53,3,3,2,1,0
v3,53,4,2,0,2,0
v3,53,5,1,0,1,0
v3,53,6,2,0,2,0
v3,53,7,0,0,0,0
v3,53,8,0,0,0,0
v3,53,9,2,1,1,0
v3,54,0,1,1,0,0
v3,54,1,0,0,0,0
v3,54,2,0,0,0,0
v3,54,3,0,0,0,0
v3,54,4,0,0,0,0
v3,54,5,1,1,0,0
v3,54,6,0,0,0,0
v3,54,7,1,1,0,0
v3,54,8,1,1,0,0
v3,54,9,1,0,1,0
v3,55,0,0,0,0,0
v3,55,1,0,0,0,0
v3,55,2,0,0,0,0
v3,55,3,0,0,0,0
v3,55,4,1,1,0,0
v3,55,5,5,3,2,0
v3,55,6,4,3,0,1
v3,55,7,0,0,0,0
v3,55,8,1,0,1,0
v3,55,9,1,1,0,0
v3,56,0,5,3,0,2
v3,56,1,2,1,1,0
v3,56,2,0,0,0,0
v3,56,3,0,0,0,0
v3,56,4,4,3,1,0
v3,56,5,4,2,1,1
v3,56,6,1,0,0,1
v3,56,7,2,1,1,0
v3,56,8,7,4,2,1
v3,56,9,4,2,2,0
v3,57,0,0,0,0,0
v3,57,1,1,1,0,0
v3,57,2,2,1,1,0
v3,57,3,2,0,2,0
v3,57,4,1,1,0,0
v3,57,5,2,2,0,0
v3,57,6,1,0,1,0
v3,57,7,2,1,0,1
v3,57,8,0,0,0,0
v3,57,9,3,1,2,0
v3,58,0,0,0,0,0
v3,58,1,0,0,0,0
v3,58,2,0,0,0,0
v3,58,3,0,0,0,0
v3,58,4,0,0,0,0
v3,58,5,2,1,1,0
v3,58,6,0,0,0,0
v3,58,7,2,1,1,0
v3,58,8,1,1,0,0
v3,58,9,0,0,0,0
v3,59,0,0,0,0,0
v3,59,1,0,0,0,0
v3,59,2,2,2,0,0
v3,59,3,2,2,0,0
v3,59,4,1,0,1,0
v3,59,5,1,0,0,1
v3,59,6,0,0,0,0
v3,59,7,1,0,1,0
v3,59,8,5,4,0,1
v3,59,9,2,2,0,0
v3,60,0,0,0,0,0
v3,60,1,0,0,0,0
v3,60,2,0,0,0,0
v3,60,3,4,1,0,3
v3,60,4,2,1,1,0
v3,60,5,0,0,0,0
v3,60,6,2,1,1,0
v3,60,7,3,2,0,1
v3,60,8,3,2,0,1
v3,60,9,0,0,0,0
v3,61,0,1,1,0,0
v3,61,1,0,0,0,0
v3,61,2,1,0,1,0
v3,61,3,1,1,0,0
v3,61,4,2,0,2,0
v3,61,5,0,0,0,0
v3,61,6,0,0,0,0
v3,61,7,0,0,0,0
v3,61,8,1,1,0,0
v3,61,9,1,1,0,0
v3,62,0,0,0,0,0
v3,62,1,0,0,0,0
v3,62,2,4,3,0,1
v3,62,3,0,0,0,0
v3,62,4,0,0,0,0
v3,62,5,0,0,0,0
v3,62,6,2,2,0,0
v3,62,7,0,0,0,0
v3,62,8,2,1,1,0
v3,62,9,1,1,0,0
v3,63,0,1,0,1,0
v3,63,1,1,1,0,0
v3,63,2,3,2,1,0
v3,63,3,1,1,0,0
v3,63,4,0,0,0,0
v3,63,5,2,1,1,0
v3,63,6,2,1,1,0
v3,63,7,1,0,1,0
v3,63,8,5,4,0,1
v3,63,9,1,1,0,0
v3,64,0,0,0,0,0
v3,64,1,2,0,2,0
v3,64,2,0,0,0,0
v3,64,3,1,0,0,1
v3,64,4,4,3,1,0
v3,64,5,0,0,0,0
v3,64,6,0,0,0,0
v3,64,7,0,0,0,0
v3,64,8,0,0,0,0
v3,64,9,2,1,0,1
v3,65,0,1,0,0,1
v3,65,1,2,2,0,0
v3,65,2,1,0,1,0
v3,65,3,4,3,1,0
v3,65,4,1,0,1,0
v3,65,5,4,2,2,0
v3,65,6,1,1,0,0
v3,65,7,4,3,1,0
v3,65,8,2,1,1,0
v3,65,9,1,1,0,0
v3,66,0,1,1,0,0
v3,66,1,2,1,1,0
v3,66,2,1,1,0,0
v3,66,3,3,3,0,0
v3,66,4,1,0,0,1
v3,66,5,3,2,0,1
v3,66,6,1,1,0,0
v3,66,7,1,1,0,0
v3,66,8,0,0,0,0
v3,66,9,0,0,0,0
v3,67,0,1,1,0,0
v3,67,1,1,1,0,0
v3,67,2,1,1,0,0
v3,67,3,2,0,2,0
v3,67,4,1,1,0,0
v3,67,5,0,0,0,0
v3,67,6,0,0,0,0
v3,67,7,1,1,0,0
v3,67,8,3,2,1,0
v3,67,9,2,1,0,1
v3,68,0,0,0,0,0
v3,68,1,0,0,0,0
v3,68,2,0,0,0,0
v3,68,3,0,0,0,0
v3,68,4,0,0,0,0
v3,68,5,0,0,0,0
v3,68,6,0,0,0,0
v3,68,7,0,0,0,0
v3,68,8,0,0,0,0
v3,68,9,0,0,0,0
v3,69,0,2,2,0,0
v3,69,1,1,0,1,0
v3,69,2,0,0,0,0
v3,69,3,2,1,1,0
v3,69,4,2,2,0,0
v3,69,5,0,0,0,0
v3,69,6,0,0,0,0
v3,69,7,4,3,0,1
v3,69,8,1,1,0,0
v3,69,9,0,0,0,0
v3,70,0,0,0,0,0
v3,70,1,1,1,0,0
v3,70,2,2,2,0,0
v3,70,3,1,0,1,0
v3,70,4,1,1,0,0
v3,70,5,1,1,0,0
v3,70,6,1,1,0,0
v3,70,7,1,1,0,0
v3,70,8,3,0,1,2
v3,70,9,1,0,0,1
v3,71,0,1,1,0,0
v3,71,1,0,0,0,0
v3,71,2,0,0,0,0
