mpnn,bb,seq,count,B1,B2,B3
v7,33,0,3,1,1,1
v7,33,1,4,2,2,0
v7,33,2,4,2,2,0
v7,33,3,2,1,1,0
v7,33,4,4,2,2,0
v7,33,5,4,2,2,0
v7,33,6,4,3,1,0
v7,33,7,2,1,1,0
v7,33,8,2,0,2,0
v7,33,9,1,0,1,0
v7,33,10,1,1,0,0
v7,33,11,2,2,0,0
v7,33,12,1,0,0,1
v7,33,13,5,3,2,0
v7,33,14,3,2,0,1
v7,33,15,3,2,1,0
v7,33,16,4,4,0,0
v7,33,17,5,3,2,0
v7,33,18,1,0,1,0
v7,33,19,0,0,0,0
v7,33,20,2,2,0,0
v7,33,21,3,2,0,1
v7,33,22,5,3,2,0
v7,33,23,7,4,3,0
v7,33,24,5,2,2,1
v7,34,0,3,2,1,0
v7,34,1,0,0,0,0
v7,34,2,0,0,0,0
v7,34,3,4,2,2,0
v7,34,4,2,2,0,0
v7,34,5,4,2,2,0
v7,34,6,1,0,1,0
v7,34,7,0,0,0,0
v7,34,8,2,1,1,0
v7,34,9,0,0,0,0
v7,34,10,3,3,0,0
v7,34,11,1,1,0,0
v7,34,12,2,1,0,1
v7,34,13,2,2,0,0
v7,34,14,2,2,0,0
v7,34,15,1,1,0,0
v7,34,16,2,0,2,0
v7,34,17,1,1,0,0
v7,34,18,0,0,0,0
v7,34,19,4,2,2,0
v7,34,20,3,1,2,0
v7,34,21,0,0,0,0
v7,34,22,3,3,0,0
v7,34,23,1,1,0,0
v7,34,24,0,0,0,0
v7,35,0,2,2,0,0
v7,35,1,3,1,2,0
v7,35,2,2,1,1,0
v7,35,3,3,1,2,0
v7,35,4,2,1,0,1
v7,35,5,2,0,1,1
v7,35,6,5,3,2,0
v7,35,7,3,2,1,0
v7,35,8,4,2,2,0
v7,35,9,0,0,0,0
v7,35,10,1,1,0,0
v7,35,11,2,2,0,0
v7,35,12,4,3,0,1
v7,35,13,0,0,0,0
v7,35,14,3,3,0,0
v7,35,15,3,3,0,0
v7,35,16,2,2,0,0
v7,35,17,2,1,1,0
v7,35,18,1,0,1,0
v7,35,19,1,1,0,0
v7,35,20,1,1,0,0
v7,35,21,1,1,0,0
v7,35,22,3,2,0,1
v7,35,23,0,0,0,0
v7,35,24,3,2,1,0
v7,36,0,0,0,0,0
v7,36,1,0,0,0,0
v7,36,2,0,0,0,0
v7,36,3,0,0,0,0
v7,36,4,3,2,0,1
v7,36,5,2,1,1,0
v7,36,6,3,1,2,0
v7,36,7,4,2,2,0
v7,36,8,1,1,0,0
v7,36,9,1,1,0,0
v7,36,10,0,0,0,0
v7,36,11,2,1,1,0
v7,36,12,3,1,2,0
v7,36,13,4,2,2,0
