mpnn,bb,seq,count,B1,B2,B3
v5,1,0,4,3,0,1
v5,1,1,3,2,1,0
v5,1,2,4,3,1,0
v5,1,3,1,1,0,0
v5,1,4,3,2,1,0
v5,1,5,4,3,1,0
v5,1,6,3,2,1,0
v5,1,7,2,2,0,0
v5,1,8,0,0,0,0
v5,1,9,5,4,0,1
v5,1,10,2,2,0,0
v5,1,11,2,2,0,0
v5,1,12,1,0,1,0
v5,1,13,3,1,2,0
v5,1,14,4,3,1,0
v5,1,15,2,1,1,0
v5,1,16,4,3,1,0
v5,1,17,3,3,0,0
v5,1,18,2,2,0,0
v5,1,19,3,2,1,0
v5,1,20,4,3,1,0
v5,1,21,1,1,0,0
v5,1,22,2,1,1,0
v5,1,23,2,1,1,0
v5,1,24,0,0,0,0
v5,2,0,4,3,1,0
v5,2,1,6,5,1,0
v5,2,2,4,3,1,0
v5,2,3,3,3,0,0
v5,2,4,4,3,1,0
v5,2,5,1,0,1,0
v5,2,6,5,4,1,0
v5,2,7,6,5,1,0
v5,2,8,5,4,1,0
v5,2,9,3,2,1,0
v5,2,10,5,4,1,0
v5,2,11,1,0,0,1
v5,2,12,1,1,0,0
v5,2,13,1,1,0,0
v5,2,14,1,1,0,0
v5,2,15,3,2,1,0
v5,2,16,3,2,1,0
v5,2,17,3,2,1,0
v5,2,18,1,1,0,0
v5,2,19,4,3,1,0
v5,2,20,4,3,1,0
v5,2,21,1,1,0,0
v5,2,22,5,4,1,0
v5,2,23,3,2,1,0
v5,2,24,3,2,1,0
