mpnn,bb,seq,count,B1,B2,B3
v9,86,0,5,3,2,0
v9,86,1,1,1,0,0
v9,86,2,3,1,2,0
v9,86,3,2,1,1,0
v9,86,4,5,3,2,0
v9,86,5,3,2,1,0
v9,86,6,4,2,2,0
v9,86,7,3,2,0,1
v9,86,8,7,5,2,0
v9,86,9,6,4,2,0
v9,86,10,0,0,0,0
v9,86,11,5,3,2,0
v9,86,12,3,2,1,0
v9,86,13,4,2,1,1
v9,86,14,4,3,1,0
v9,86,15,6,4,1,1
v9,86,16,4,2,2,0
v9,86,17,4,2,2,0
v9,86,18,1,1,0,0
v9,86,19,2,1,1,0
v9,86,20,6,4,2,0
v9,86,21,4,3,1,0
v9,86,22,2,1,1,0
v9,86,23,0,0,0,0
v9,86,24,2,1,1,0
v9,86,25,0,0,0,0
v9,86,26,5,3,2,0
v9,86,27,3,1,2,0
v9,86,28,3,1,2,0
v9,86,29,5,3,2,0
v9,87,0,0,0,0,0
v9,87,1,1,1,0,0
v9,87,2,1,1,0,0
v9,87,3,6,5,0,1
v9,87,4,0,0,0,0
v9,87,5,1,1,0,0
v9,87,6,2,1,0,1
v9,87,7,3,2,1,0
v9,87,8,0,0,0,0
v9,87,9,0,0,0,0
v9,87,10,0,0,0,0
v9,87,11,6,4,2,0
v9,87,12,3,2,1,0
v9,87,13,0,0,0,0
v9,87,14,5,3,2,0
v9,87,15,2,1,0,1
v9,87,16,5,3,2,0
v9,87,17,0,0,0,0
v9,87,18,4,2,2,0
v9,87,19,0,0,0,0
v9,87,20,5,3,2,0
v9,87,21,4,2,2,0
v9,87,22,0,0,0,0
v9,87,23,0,0,0,0
v9,87,24,4,2,2,0
v9,87,25,0,0,0,0
v9,87,26,6,4,2,0
v9,87,27,5,3,2,0
v9,87,28,1,0,1,0
v9,87,29,1,1,0,0
v9,88,0,2,0,1,1
v9,88,1,0,0,0,0
v9,88,2,1,1,0,0
v9,88,3,1,0,1,0
v9,88,4,0,0,0,0
v9,88,5,3,1,1,1
v9,88,6,1,1,0,0
v9,88,7,1,1,0,0
v9,88,8,0,0,0,0
v9,88,9,0,0,0,0
v9,88,10,0,0,0,0
v9,88,11,0,0,0,0
v9,88,12,2,1,0,1
v9,88,13,2,2,0,0
v9,88,14,1,0,1,0
v9,88,15,0,0,0,0
v9,88,16,1,1,0,0
v9,88,17,2,2,0,0
v9,88,18,1,1,0,0
v9,88,19,1,1,0,0
v9,88,20,0,0,0,0
v9,88,21,0,0,0,0
v9,88,22,3,3,0,0
v9,88,23,0,0,0,0
v9,88,24,2,0,0,2
v9,88,25,2,0,2,0
v9,88,26,1,0,1,0
v9,88,27,0,0,0,0
v9,88,28,0,0,0,0
