mpnn,bb,seq,count,B1,B2,B3
v3,1,0,0,0,0,0
v3,1,1,0,0,0,0
v3,1,2,1,0,0,1
v3,1,3,0,0,0,0
v3,1,4,1,1,0,0
v3,1,5,0,0,0,0
v3,1,6,0,0,0,0
v3,1,7,0,0,0,0
v3,1,8,0,0,0,0
v3,1,9,0,0,0,0
v3,2,0,2,2,0,0
v3,2,1,5,3,2,0
v3,2,2,3,1,0,2
v3,2,3,1,0,1,0
v3,2,4,3,1,0,2
v3,2,5,5,3,2,0
v3,2,6,2,0,2,0
v3,2,7,2,0,2,0
v3,2,8,0,0,0,0
v3,2,9,1,1,0,0
v3,3,0,2,0,2,0
v3,3,1,3,2,0,1
v3,3,2,3,2,0,1
v3,3,3,2,0,2,0
v3,3,4,0,0,0,0
v3,3,5,0,0,0,0
v3,3,6,0,0,0,0
v3,3,7,1,1,0,0
v3,3,8,5,2,1,2
v3,3,9,2,1,0,1
v3,4,0,0,0,0,0
v3,4,1,0,0,0,0
v3,4,2,3,2,0,1
v3,4,3,1,1,0,0
v3,4,4,2,2,0,0
v3,4,5,2,1,1,0
v3,4,6,2,1,1,0
v3,4,7,2,2,0,0
v3,4,8,0,0,0,0
v3,4,9,0,0,0,0
v3,5,0,2,1,0,1
v3,5,1,0,0,0,0
v3,5,2,1,0,1,0
v3,5,3,1,0,0,1
v3,5,4,0,0,0,0
v3,5,5,1,0,0,1
v3,5,6,1,1,0,0
v3,5,7,0,0,0,0
v3,5,8,0,0,0,0
v3,5,9,1,0,0,1
v3,6,0,0,0,0,0
v3,6,1,2,0,2,0
v3,6,2,1,1,0,0
v3,6,3,0,0,0,0
v3,6,4,0,0,0,0
v3,6,5,1,1,0,0
v3,6,6,2,2,0,0
v3,6,7,1,1,0,0
v3,6,8,2,1,1,0
v3,6,9,0,0,0,0
v3,7,0,1,1,0,0
v3,7,1,0,0,0,0
v3,7,2,0,0,0,0
v3,7,3,1,0,1,0
v3,7,4,0,0,0,0
v3,7,5,0,0,0,0
v3,7,6,2,1,0,1
v3,7,7,0,0,0,0
v3,7,8,0,0,0,0
v3,7,9,0,0,0,0
v3,8,0,1,0,0,1
v3,8,1,1,1,0,0
v3,8,2,3,2,0,1
v3,8,3,1,0,1,0
v3,8,4,1,0,1,0
v3,8,5,0,0,0,0
v3,8,6,2,0,1,1
v3,8,7,0,0,0,0
v3,8,8,3,1,2,0
v3,8,9,0,0,0,0
v3,9,0,2,0,2,0
v3,9,1,3,1,2,0
v3,9,2,1,1,0,0
v3,9,3,1,1,0,0
v3,9,4,3,1,2,0
v3,9,5,0,0,0,0
v3,9,6,0,0,0,0
v3,9,7,2,0,2,0
v3,9,8,3,1,2,0
v3,9,9,1,0,1,0
v3,10,0,0,0,0,0
v3,10,1,3,1,1,1
v3,10,2,1,1,0,0
v3,10,3,1,0,0,1
v3,10,4,1,1,0,0
v3,10,5,0,0,0,0
v3,10,6,1,1,0,0
v3,10,7,0,0,0,0
v3,10,8,1,1,0,0
v3,10,9,0,0,0,0
v3,11,0,0,0,0,0
v3,11,1,3,0,3,0
v3,11,2,1,1,0,0
v3,11,3,3,1,2,0
v3,11,4,2,0,2,0
v3,11,5,2,1,1,0
v3,11,6,3,3,0,0
v3,11,7,0,0,0,0
v3,11,8,3,2,0,1
v3,11,9,1,1,0,0
v3,12,0,0,0,0,0
v3,12,1,0,0,0,0
v3,12,2,0,0,0,0
v3,12,3,0,0,0,0
v3,12,4,1,0,1,0
v3,12,5,0,0,0,0
v3,12,6,0,0,0,0
v3,12,7,0,0,0,0
v3,12,8,0,0,0,0
v3,12,9,0,0,0,0
v3,13,0,1,1,0,0
v3,13,1,1,1,0,0
v3,13,2,2,0,2,0
v3,13,3,1,1,0,0
v3,13,4,2,0,2,0
v3,13,5,2,2,0,0
v3,13,6,1,0,0,1
v3,13,7,0,0,0,0
v3,13,8,0,0,0,0
v3,13,9,0,0,0,0
v3,14,0,0,0,0,0
v3,14,1,0,0,0,0
v3,14,2,0,0,0,0
v3,14,3,0,0,0,0
v3,14,4,0,0,0,0
v3,14,5,0,0,0,0
v3,14,6,0,0,0,0
v3,14,7,0,0,0,0
v3,14,8,1,1,0,0
v3,14,9,0,0,0,0
v3,15,0,2,2,0,0
v3,15,1,2,1,0,1
v3,15,2,0,0,0,0
v3,15,3,1,1,0,0
v3,15,4,3,1,0,2
v3,15,5,1,1,0,0
v3,15,6,1,1,0,0
v3,15,7,2,2,0,0
v3,15,8,3,2,1,0
v3,15,9,1,1,0,0
v3,16,0,0,0,0,0
v3,16,1,0,0,0,0
v3,16,2,0,0,0,0
v3,16,3,0,0,0,0
v3,16,4,1,1,0,0
v3,16,5,1,0,1,0
v3,16,6,0,0,0,0
v3,16,7,1,1,0,0
v3,16,8,0,0,0,0
v3,16,9,0,0,0,0
v3,17,0,2,2,0,0
v3,17,1,0,0,0,0
v3,17,2,1,1,0,0
v3,17,3,2,1,1,0
v3,17,4,4,2,0,2
v3,17,5,4,3,1,0
v3,17,6,0,0,0,0
v3,17,7,0,0,0,0
v3,17,8,0,0,0,0
v3,17,9,1,1,0,0
v3,18,0,0,0,0,0
v3,18,1,1,1,0,0
v3,18,2,0,0,0,0
v3,18,3,0,0,0,0
v3,18,4,0,0,0,0
v3,18,5,2,1,1,0
v3,18,6,0,0,0,0
v3,18,7,2,1,0,1
v3,18,8,2,1,1,0
v3,18,9,1,1,0,0
v3,19,0,1,1,0,0
v3,19,1,1,1,0,0
v3,19,2,0,0,0,0
v3,19,3,2,0,2,0
v3,19,4,5,2,1,2
v3,19,5,1,0,1,0
v3,19,6,2,0,2,0
v3,19,7,0,0,0,0
v3,19,8,0,0,0,0
v3,19,9,0,0,0,0
v3,20,0,0,0,0,0
v3,20,1,0,0,0,0
v3,20,2,0,0,0,0
v3,20,3,0,0,0,0
v3,20,4,0,0,0,0
v3,20,5,1,1,0,0
v3,20,6,0,0,0,0
v3,20,7,0,0,0,0
v3,20,8,0,0,0,0
v3,20,9,1,1,0,0
v3,21,0,5,4,0,1
v3,21,1,1,0,0,1
v3,21,2,2,1,1,0
v3,21,3,0,0,0,0
v3,21,4,2,1,0,1
v3,21,5,2,0,1,1
v3,21,6,0,0,0,0
v3,21,7,0,0,0,0
v3,21,8,0,0,0,0
v3,21,9,1,1,0,0
v3,22,0,1,1,0,0
v3,22,1,0,0,0,0
v3,22,2,2,2,0,0
v3,22,3,1,1,0,0
v3,22,4,1,0,0,1
v3,22,5,0,0,0,0
v3,22,6,2,2,0,0
v3,22,7,1,1,0,0
v3,22,8,2,1,0,1
v3,22,9,0,0,0,0
v3,23,0,2,1,0,1
v3,23,1,0,0,0,0
v3,23,2,0,0,0,0
v3,23,3,1,0,0,1
v3,23,4,0,0,0,0
v3,23,5,1,1,0,0
v3,23,6,1,1,0,0
v3,23,7,3,1,2,0
v3,23,8,0,0,0,0
v3,23,9,1,0,1,0
v3,24,0,0,0,0,0
v3,24,1,0,0,0,0
v3,24,2,1,0,1,0
v3,24,3,1,1,0,0
v3,24,4,0,0,0,0
v3,24,5,1,1,0,0
v3,24,6,1,0,0,1
v3,24,7,2,2,0,0
v3,24,8,0,0,0,0
v3,24,9,0,0,0,0
v3,25,0,1,1,0,0
v3,25,1,1,1,0,0
v3,25,2,2,1,0,1
v3,25,3,2,0,2,0
v3,25,4,1,0,1,0
v3,25,5,1,0,1,0
v3,25,6,0,0,0,0
v3,25,7,1,1,0,0
v3,25,8,0,0,0,0
v3,25,9,0,0,0,0
v3,26,0,1,0,1,0
v3,26,1,1,1,0,0
v3,26,2,1,1,0,0
v3,26,3,0,0,0,0
v3,26,4,1,1,0,0
v3,26,5,1,1,0,0
v3,26,6,0,0,0,0
v3,26,7,2,2,0,0
v3,26,8,0,0,0,0
v3,26,9,1,0,0,1
v3,27,0,0,0,0,0
v3,27,1,0,0,0,0
v3,27,2,1,1,0,0
v3,27,3,0,0,0,0
v3,27,4,2,2,0,0
v3,27,5,2,1,1,0
v3,27,6,3,1,2,0
v3,27,7,0,0,0,0
v3,27,8,1,1,0,0
v3,27,9,2,1,0,1
v3,28,0,1,0,0,1
v3,28,1,2,0,0,2
v3,28,2,2,2,0,0
v3,28,3,1,0,1,0
v3,28,4,1,1,0,0
v3,28,5,1,1,0,0
v3,28,6,3,1,2,0
v3,28,7,0,0,0,0
v3,28,8,2,0,2,0
v3,28,9,2,1,1,0
v3,29,0,2,0,1,1
v3,29,1,0,0,0,0
v3,29,2,0,0,0,0
v3,29,3,2,0,2,0
v3,29,4,1,0,0,1
v3,29,5,0,0,0,0
v3,29,6,1,0,0,1
v3,29,7,1,0,1,0
v3,29,8,0,0,0,0
v3,29,9,2,2,0,0
v3,30,0,1,0,0,1
v3,30,1,0,0,0,0
v3,30,2,0,0,0,0
v3,30,3,0,0,0,0
v3,30,4,0,0,0,0
v3,30,5,0,0,0,0
v3,30,6,3,1,2,0
v3,30,7,0,0,0,0
v3,30,8,0,0,0,0
v3,30,9,0,0,0,0
v3,31,0,1,1,0,0
v3,31,1,0,0,0,0
v3,31,2,1,1,0,0
v3,31,3,0,0,0,0
